CarrierCode,Date,FlightNumber,TailNumber,DestinationAirport,ScheduledElapsed time ,ActualElapsedTime,DepartureDelay,TaxiOutTime,DelayCarrier ,DelayWeather,DelayNationalAviationSystem ,DelaySecurity ,DelayLateAircraftArrival ,Was_delayed
US,4/11/2013,1788,N562UW,CLT,138,134,-5,12,0,0,0,0,0,FALSE
US,4/11/2013,1807,N955UW,PHL,84,73,-4,11,0,0,0,0,0,FALSE
US,4/11/2013,1819,N967UW,PHL,86,97,-6,27,0,0,0,0,0,FALSE
US,4/11/2013,1827,N959UW,PHL,91,104,-6,28,0,0,0,0,0,FALSE
US,4/11/2013,2021,N767UW,DCA,87,81,-3,9,0,0,0,0,0,FALSE
US,4/11/2013,2023,N757UW,DCA,93,88,-5,12,0,0,0,0,0,FALSE
US,4/11/2013,2025,N753US,DCA,91,112,-6,32,0,0,15,0,0,FALSE
US,4/11/2013,2027,N748UW,DCA,88,83,-8,10,0,0,0,0,0,FALSE
US,4/11/2013,2029,N708UW,DCA,88,90,-5,14,0,0,0,0,0,FALSE
US,4/11/2013,2031,N767UW,DCA,88,79,-5,6,0,0,0,0,0,FALSE
US,4/11/2013,2033,N757UW,DCA,85,82,-6,9,0,0,0,0,0,FALSE
US,4/11/2013,2035,N753US,DCA,87,86,-5,9,0,0,0,0,0,FALSE
US,4/11/2013,2037,N748UW,DCA,90,101,-3,14,0,0,0,0,0,FALSE
US,4/11/2013,2039,N749US,DCA,93,92,-5,13,0,0,0,0,0,FALSE
US,4/11/2013,2041,N767UW,DCA,87,78,-3,11,0,0,0,0,0,FALSE
US,4/11/2013,2043,N757UW,DCA,92,91,-5,16,0,0,0,0,0,FALSE
US,4/11/2013,2045,N753US,DCA,91,79,-6,10,0,0,0,0,0,FALSE
US,4/11/2013,2047,N748UW,DCA,95,94,-2,15,0,0,0,0,0,FALSE
US,4/11/2013,2049,N749US,DCA,89,98,-6,15,0,0,0,0,0,FALSE
US,4/11/2013,2115,N956UW,LGA,74,83,-2,20,0,0,0,0,0,FALSE
US,4/11/2013,2117,N953UW,LGA,81,72,-8,11,0,0,0,0,0,FALSE
US,4/11/2013,2119,N703UW,LGA,78,72,-3,12,0,0,0,0,0,FALSE
US,4/11/2013,2121,N945UW,LGA,78,89,-5,17,0,0,0,0,0,FALSE
US,4/11/2013,2123,N956UW,LGA,79,72,-8,14,0,0,0,0,0,FALSE
US,4/11/2013,2125,N944UW,LGA,75,75,-5,12,0,0,0,0,0,FALSE
US,4/11/2013,2127,N953UW,LGA,74,67,-5,10,0,0,0,0,0,FALSE
US,4/11/2013,2129,N945UW,LGA,82,83,-7,25,0,0,0,0,0,FALSE
US,4/11/2013,2131,N956UW,LGA,77,145,-9,86,0,0,59,0,0,FALSE
US,4/11/2013,2133,N944UW,LGA,75,106,13,39,0,0,44,0,0,FALSE
US,4/11/2013,2135,N953UW,LGA,72,137,6,69,0,0,71,0,0,FALSE
US,4/11/2013,2137,N945UW,LGA,79,71,32,19,0,0,24,0,0,FALSE
US,4/11/2013,2139,N956UW,LGA,82,68,89,16,59,0,0,0,16,TRUE
US,4/11/2013,2141,N944UW,LGA,81,100,43,40,0,0,62,0,0,FALSE
US,4/11/2013,2143,N953UW,LGA,79,100,20,50,0,0,21,0,20,TRUE
US,4/11/2013,2145,N944UW,LGA,74,71,-6,10,0,0,0,0,0,FALSE
US,4/11/2014,401,N823AW,PHX,338,348,-7,19,0,0,0,0,0,FALSE
US,4/11/2014,543,N815AW,PHL,101,111,-7,35,0,0,0,0,0,FALSE
US,4/11/2014,582,N830AW,PHX,359,362,-4,20,0,0,0,0,0,FALSE
US,4/11/2014,601,N675AW,PHX,346,355,2,26,0,0,0,0,0,FALSE
US,4/11/2014,657,N675AW,CLT,137,136,-3,16,0,0,0,0,0,FALSE
US,4/11/2014,722,N944UW,PHL,94,90,-8,25,0,0,0,0,0,FALSE
US,4/11/2014,728,N957UW,PHL,95,97,-6,29,0,0,0,0,0,FALSE
US,4/11/2014,740,N950UW,PHL,104,112,-9,40,0,0,0,0,0,FALSE
US,4/11/2014,840,N180US,CLT,138,144,-7,24,0,0,0,0,0,FALSE
US,4/11/2014,1703,N945UW,PHL,101,107,-1,32,0,0,0,0,0,FALSE
US,4/11/2014,1719,N190UW,CLT,136,136,-6,15,0,0,0,0,0,FALSE
US,4/11/2014,1739,N965UW,PHL,82,76,-7,10,0,0,0,0,0,FALSE
US,4/11/2014,1755,N961UW,PHL,91,89,-5,25,0,0,0,0,0,FALSE
US,4/11/2014,1776,N944UW,PHL,92,82,-11,16,0,0,0,0,0,FALSE
US,4/11/2014,1788,N182UW,CLT,140,148,-2,23,0,0,0,0,0,FALSE
US,4/11/2014,1799,N576UW,CLT,137,156,-6,27,0,0,0,0,0,FALSE
US,4/11/2014,1809,N946UW,PHL,91,82,1,16,0,0,0,0,0,FALSE
US,4/11/2014,1817,N951UW,PHL,95,101,0,26,0,0,0,0,0,FALSE
US,4/11/2014,1819,N944UW,PHL,88,75,-1,11,0,0,0,0,0,FALSE
US,4/11/2014,1826,N536UW,PHL,101,106,-10,35,0,0,0,0,0,FALSE
US,4/11/2014,1831,N156UW,CLT,144,135,-5,16,0,0,0,0,0,FALSE
US,4/11/2014,1863,N945UW,PHL,89,92,-5,18,0,0,0,0,0,FALSE
US,4/11/2014,1886,N951UW,PHL,85,77,37,14,0,0,0,0,29,TRUE
US,4/11/2014,1904,N751UW,CLT,125,132,-6,12,0,0,0,0,0,FALSE
US,4/11/2014,1938,N758US,CLT,138,138,8,19,0,0,0,0,0,FALSE
US,4/11/2014,2030,N721UW,PHL,92,86,-8,18,0,0,0,0,0,FALSE
US,4/11/2014,2040,N958UW,PHL,90,83,-5,16,0,0,0,0,0,FALSE
US,4/11/2014,2051,N162UW,PHL,86,72,7,15,0,0,0,0,0,FALSE
US,4/11/2014,2059,N155UW,CLT,134,139,-4,22,0,0,0,0,0,FALSE
US,4/11/2014,2101,N104UW,DCA,90,102,-6,20,0,0,0,0,0,FALSE
US,4/11/2014,2103,N769US,DCA,94,92,-7,16,0,0,0,0,0,FALSE
US,4/11/2014,2105,N745VJ,DCA,99,95,-8,14,0,0,0,0,0,FALSE
US,4/11/2014,2107,N765US,DCA,89,82,-3,11,0,0,0,0,0,FALSE
US,4/11/2014,2109,N700UW,DCA,88,94,-7,18,0,0,0,0,0,FALSE
US,4/11/2014,2111,N744P,DCA,88,92,-6,15,0,0,0,0,0,FALSE
US,4/11/2014,2113,N745VJ,DCA,86,89,0,14,0,0,0,0,0,FALSE
US,4/11/2014,2115,N715UW,DCA,89,109,41,26,10,0,20,0,31,TRUE
US,4/11/2014,2117,N765US,DCA,90,96,-3,15,0,0,0,0,0,FALSE
US,4/11/2014,2119,N700UW,DCA,93,96,-6,19,0,0,0,0,0,FALSE
US,4/11/2014,2121,N744P,DCA,87,85,-9,14,0,0,0,0,0,FALSE
US,4/11/2014,2123,N745VJ,DCA,95,95,-7,16,0,0,0,0,0,FALSE
US,4/11/2014,2125,N715UW,DCA,95,101,-1,19,0,0,0,0,0,FALSE
US,4/11/2014,2127,N765US,DCA,95,92,-5,12,0,0,0,0,0,FALSE
US,4/11/2014,2129,N700UW,DCA,92,102,-9,22,0,0,0,0,0,FALSE
US,4/11/2014,2131,N744P,DCA,96,88,-7,9,0,0,0,0,0,FALSE
US,4/11/2014,2133,N953UW,LGA,77,72,-7,19,0,0,0,0,0,FALSE
US,4/11/2014,2135,N955UW,LGA,77,65,-9,14,0,0,0,0,0,FALSE
US,4/11/2014,2137,N948UW,LGA,80,72,-9,13,0,0,0,0,0,FALSE
US,4/11/2014,2139,N711UW,LGA,81,76,-7,20,0,0,0,0,0,FALSE
US,4/11/2014,2141,N957UW,LGA,79,89,-8,35,0,0,0,0,0,FALSE
US,4/11/2014,2143,N953UW,LGA,80,81,-6,26,0,0,0,0,0,FALSE
US,4/11/2014,2145,N955UW,LGA,76,66,-4,16,0,0,0,0,0,FALSE
US,4/11/2014,2147,N948UW,LGA,76,70,-1,19,0,0,0,0,0,FALSE
US,4/11/2014,2149,N957UW,LGA,82,78,-1,27,0,0,0,0,0,FALSE
US,4/11/2014,2151,N953UW,LGA,83,78,-2,11,0,0,0,0,0,FALSE
US,4/11/2014,2153,N955UW,LGA,78,65,-4,10,0,0,0,0,0,FALSE
US,4/11/2014,2155,N948UW,LGA,78,69,-4,15,0,0,0,0,0,FALSE
US,4/11/2014,2157,N958UW,LGA,80,72,-1,20,0,0,0,0,0,FALSE
US,4/11/2014,2159,N953UW,LGA,80,100,0,28,0,0,20,0,0,FALSE
US,4/11/2014,2161,N955UW,LGA,84,87,-3,22,0,0,0,0,0,FALSE
US,4/12/2013,94,N649AW,PHX,347,333,1,11,0,0,0,0,0,FALSE
US,4/12/2013,280,N824AW,PHX,367,362,-3,17,0,0,0,0,0,FALSE
US,4/12/2013,303,N661AW,CLT,136,137,0,14,0,0,0,0,0,FALSE
US,4/12/2013,450,N654AW,PHX,345,338,25,11,18,0,0,0,0,FALSE
US,4/12/2013,722,N752US,PHL,92,108,11,30,0,0,27,0,0,FALSE
US,4/12/2013,728,,PHL,87,0,0,0,0,0,0,0,0,FALSE
US,4/12/2013,738,N714US,PHL,94,128,10,53,0,0,44,0,0,FALSE
US,4/12/2013,897,N949UW,PHL,89,98,-7,24,0,0,0,0,0,FALSE
US,4/12/2013,967,N710UW,PHL,99,120,-5,43,0,0,16,0,0,FALSE
US,4/12/2013,1006,N566UW,CLT,135,129,8,11,0,0,0,0,0,FALSE
US,4/12/2013,1021,N163US,CLT,143,162,-3,16,0,0,16,0,0,FALSE
US,4/12/2013,1097,N946UW,PHL,83,112,18,27,0,0,47,0,0,FALSE
US,4/12/2013,1137,N566UW,CLT,135,136,26,15,0,0,27,0,0,FALSE
US,4/12/2013,1239,N944UW,PHL,89,114,1,37,1,0,25,0,0,FALSE
US,4/12/2013,1249,N724UW,CLT,125,124,-6,10,0,0,0,0,0,FALSE
US,4/12/2013,1289,N951UW,PHL,80,84,-8,10,0,0,0,0,0,FALSE
US,4/12/2013,1439,N195UW,CLT,135,142,4,16,0,0,0,0,0,FALSE
US,4/12/2013,1466,N712US,PHL,102,85,21,17,0,0,0,0,0,FALSE
US,4/12/2013,1539,N559UW,CLT,138,134,-8,15,0,0,0,0,0,FALSE
US,4/12/2013,1555,N111US,PHL,99,113,-7,33,0,0,0,0,0,FALSE
US,4/12/2013,1605,N965UW,PHL,100,99,18,23,0,0,17,0,0,FALSE
US,4/12/2013,1635,N957UW,PHL,93,118,39,43,0,0,64,0,0,FALSE
US,4/12/2013,1727,N955UW,PHL,87,109,-4,29,0,0,18,0,0,FALSE
US,4/12/2013,1747,N538UW,CLT,134,135,-11,15,0,0,0,0,0,FALSE
US,4/12/2013,1779,N949UW,PHL,92,117,22,39,0,0,47,0,0,FALSE
US,4/12/2013,1807,N956UW,PHL,84,88,-5,12,0,0,0,0,0,FALSE
US,4/12/2013,1819,N946UW,PHL,86,138,-3,65,0,0,49,0,0,FALSE
US,4/12/2013,1827,N757UW,PHL,91,83,13,10,0,0,0,0,0,FALSE
US,4/12/2013,1897,N167US,CLT,138,158,46,31,20,0,46,0,0,FALSE
US,4/12/2013,2021,N767UW,DCA,87,0,-7,16,0,0,0,0,0,FALSE
US,4/12/2013,2023,N757UW,DCA,93,0,-4,8,0,0,0,0,0,FALSE
US,4/12/2013,2025,N751UW,DCA,91,177,0,66,0,0,86,0,0,FALSE
US,4/12/2013,2027,N747UW,DCA,88,169,0,29,0,0,81,0,0,FALSE
US,4/12/2013,2029,N748UW,DCA,88,151,39,75,0,0,63,0,39,TRUE
US,4/12/2013,2031,,DCA,88,0,0,0,0,0,0,0,0,FALSE
US,4/12/2013,2033,N716UW,DCA,85,94,-6,12,0,0,0,0,0,FALSE
US,4/12/2013,2035,N751UW,DCA,87,97,64,20,0,0,74,0,0,FALSE
US,4/12/2013,2037,N747UW,DCA,90,91,41,12,0,0,42,0,0,FALSE
US,4/12/2013,2039,N748UW,DCA,93,100,90,11,0,0,97,0,0,FALSE
US,4/12/2013,2041,N716UW,DCA,87,106,38,31,0,0,57,0,0,FALSE
US,4/12/2013,2043,N732US,DCA,92,88,50,11,0,0,46,0,0,FALSE
US,4/12/2013,2045,N751UW,DCA,91,85,57,10,0,0,51,0,0,FALSE
US,4/12/2013,2047,N747UW,DCA,95,90,-1,11,0,0,0,0,0,FALSE
US,4/12/2013,2049,N765US,DCA,89,89,71,11,0,0,71,0,0,FALSE
US,4/12/2013,2115,N959UW,LGA,74,82,3,18,0,0,0,0,0,FALSE
US,4/12/2013,2117,N947UW,LGA,81,73,44,17,36,0,0,0,0,FALSE
US,4/12/2013,2119,N753US,LGA,78,146,-2,57,0,0,66,0,0,FALSE
US,4/12/2013,2121,N953UW,LGA,78,193,-4,132,0,0,111,0,0,FALSE
US,4/12/2013,2123,N959UW,LGA,79,119,-4,52,0,0,36,0,0,FALSE
US,4/12/2013,2125,N945UW,LGA,75,89,46,26,0,0,60,0,0,FALSE
US,4/12/2013,2127,N947UW,LGA,74,0,57,15,0,0,0,0,0,FALSE
US,4/12/2013,2129,,LGA,82,0,0,0,0,0,0,0,0,FALSE
US,4/12/2013,2131,N959UW,LGA,77,86,95,19,0,0,104,0,0,FALSE
US,4/12/2013,2133,N945UW,LGA,75,105,27,38,0,0,57,0,0,FALSE
US,4/12/2013,2135,,LGA,72,0,0,0,0,0,0,0,0,FALSE
US,4/12/2013,2137,N953UW,LGA,79,80,42,25,0,0,43,0,0,FALSE
US,4/12/2013,2139,,LGA,82,0,0,0,0,0,0,0,0,FALSE
US,4/12/2013,2141,N945UW,LGA,81,72,30,20,0,0,21,0,0,FALSE
US,4/12/2013,2143,,LGA,79,0,0,0,0,0,0,0,0,FALSE
US,4/12/2013,2145,N945UW,LGA,74,98,-6,21,0,0,18,0,0,FALSE
US,4/12/2014,510,N819AW,PHX,338,344,44,14,44,0,6,0,0,FALSE
US,4/12/2014,543,N831AW,PHL,101,101,-7,32,0,0,0,0,0,FALSE
US,4/12/2014,582,N840AW,PHX,359,364,-4,27,0,0,0,0,0,FALSE
US,4/12/2014,601,N653AW,PHX,346,342,-4,13,0,0,0,0,0,FALSE
US,4/12/2014,657,N660AW,CLT,137,130,-4,18,0,0,0,0,0,FALSE
US,4/12/2014,740,N963UW,PHL,104,102,-5,34,0,0,0,0,0,FALSE
US,4/12/2014,1703,N955UW,PHL,101,100,52,26,51,0,0,0,0,FALSE
US,4/12/2014,1709,N163US,CLT,138,143,-4,24,0,0,0,0,0,FALSE
US,4/12/2014,1739,N953UW,PHL,82,86,-11,22,0,0,0,0,0,FALSE
US,4/12/2014,1774,N716UW,CLT,140,136,-5,21,0,0,0,0,0,FALSE
US,4/12/2014,1787,N725UW,CLT,137,128,-6,15,0,0,0,0,0,FALSE
US,4/12/2014,1798,N747UW,CLT,138,131,0,16,0,0,0,0,0,FALSE
US,4/12/2014,1826,N539UW,PHL,101,89,-7,23,0,0,0,0,0,FALSE
US,4/12/2014,1831,N155UW,CLT,144,140,-1,17,0,0,0,0,0,FALSE
US,4/12/2014,1852,N745VJ,CLT,125,121,47,14,43,0,0,0,0,FALSE
US,4/12/2014,2030,N954UW,PHL,92,86,-5,21,0,0,0,0,0,FALSE
US,4/12/2014,2051,N558UW,PHL,86,81,-11,20,0,0,0,0,0,FALSE
US,4/12/2014,2059,N170US,CLT,134,128,-7,17,0,0,0,0,0,FALSE
US,4/12/2014,2070,N733UW,CLT,136,120,-2,14,0,0,0,0,0,FALSE
US,4/12/2014,2101,N948UW,DCA,90,102,-4,30,0,0,0,0,0,FALSE
US,4/12/2014,2105,N961UW,DCA,99,92,-5,23,0,0,0,0,0,FALSE
US,4/12/2014,2109,N955UW,DCA,88,83,-8,15,0,0,0,0,0,FALSE
US,4/12/2014,2113,N961UW,DCA,86,84,39,13,28,0,0,0,9,TRUE
US,4/12/2014,2119,N961UW,DCA,93,78,110,13,84,0,0,0,11,TRUE
US,4/12/2014,2139,N958UW,LGA,81,0,-5,0,0,0,0,0,0,FALSE
US,04/13/2013,94,N656AW,PHX,347,337,1,12,0,0,0,0,0,FALSE
US,04/13/2013,280,N544UW,PHX,367,350,-3,18,0,0,0,0,0,FALSE
US,04/13/2013,303,N665AW,CLT,136,143,-1,14,0,0,0,0,0,FALSE
US,04/13/2013,338,N642AW,PHX,345,338,17,14,0,0,0,0,0,FALSE
US,04/13/2013,722,N953UW,PHL,92,85,-7,12,0,0,0,0,0,FALSE
US,04/13/2013,738,N961UW,PHL,94,81,-7,12,0,0,0,0,0,FALSE
US,04/13/2013,885,N562UW,CLT,143,156,-5,23,0,0,0,0,0,FALSE
US,04/13/2013,894,N564UW,CLT,135,140,-3,15,0,0,0,0,0,FALSE
US,04/13/2013,922,N122US,PHL,99,102,-6,33,0,0,0,0,0,FALSE
US,04/13/2013,967,N945UW,PHL,99,91,-8,14,0,0,0,0,0,FALSE
US,04/13/2013,1006,N564UW,CLT,135,133,-7,10,0,0,0,0,0,FALSE
US,04/13/2013,1249,N732US,CLT,125,148,-4,15,0,0,19,0,0,FALSE
US,04/13/2013,1466,N949UW,PHL,102,84,-1,15,0,0,0,0,0,FALSE
US,04/13/2013,1539,N193UW,CLT,138,157,2,30,2,0,19,0,0,FALSE
US,04/13/2013,1543,N543UW,CLT,135,151,-5,24,0,0,0,0,0,FALSE
US,04/13/2013,1655,N714US,PHL,80,79,2,11,0,0,0,0,0,FALSE
US,04/13/2013,1747,N450UW,CLT,134,139,1,11,0,0,0,0,0,FALSE
US,04/13/2013,1803,N959UW,PHL,87,85,69,14,67,0,0,0,0,FALSE
US,04/13/2013,1807,N717UW,PHL,84,82,-3,14,0,0,0,0,0,FALSE
US,04/13/2013,1827,N954UW,PHL,91,73,27,8,0,0,0,0,0,FALSE
US,04/13/2013,1869,N700UW,CLT,138,135,-5,13,0,0,0,0,0,FALSE
US,04/13/2013,2021,N953UW,DCA,87,116,-5,29,0,0,24,0,0,FALSE
US,04/13/2013,2025,N947UW,DCA,91,0,-6,22,0,0,0,0,0,FALSE
US,04/13/2013,2029,N963UW,DCA,88,100,4,21,4,0,12,0,0,FALSE
US,04/13/2013,2033,,DCA,85,0,0,0,0,0,0,0,0,FALSE
US,04/13/2013,2037,N963UW,DCA,90,95,29,16,29,0,5,0,0,FALSE
US,04/13/2013,2045,N712US,DCA,91,89,6,11,0,0,0,0,0,FALSE
US,04/13/2013,2047,N751UW,DCA,95,91,-4,12,0,0,0,0,0,FALSE
US,04/13/2013,2123,N959UW,LGA,79,85,-7,26,0,0,0,0,0,FALSE
US,04/13/2013,2129,N953UW,LGA,82,60,115,10,9,0,0,0,84,TRUE
US,04/13/2013,2133,,LGA,75,0,0,0,0,0,0,0,0,FALSE
US,04/13/2014,401,N820AW,PHX,338,342,-6,15,0,0,0,0,0,FALSE
US,04/13/2014,543,N812AW,PHL,101,78,-9,16,0,0,0,0,0,FALSE
US,04/13/2014,582,N836AW,PHX,359,360,-7,15,0,0,0,0,0,FALSE
US,04/13/2014,586,N679AW,PHX,349,339,3,22,0,0,0,0,0,FALSE
US,04/13/2014,601,N651AW,PHX,346,344,-3,14,0,0,0,0,0,FALSE
US,04/13/2014,657,N648AW,CLT,137,133,0,15,0,0,0,0,0,FALSE
US,04/13/2014,728,N948UW,PHL,95,81,-8,17,0,0,0,0,0,FALSE
US,04/13/2014,740,N944UW,PHL,104,134,-8,66,0,0,22,0,0,FALSE
US,04/13/2014,773,N119US,PHL,89,76,-6,14,0,0,0,0,0,FALSE
US,04/13/2014,840,N564UW,CLT,138,140,-8,25,0,0,0,0,0,FALSE
US,04/13/2014,1703,N963UW,PHL,101,131,-5,36,0,0,25,0,0,FALSE
US,04/13/2014,1717,N568UW,CLT,140,130,19,20,0,0,0,0,0,FALSE
US,04/13/2014,1739,N945UW,PHL,82,76,-7,11,0,0,0,0,0,FALSE
US,04/13/2014,1799,N561UW,CLT,137,140,-6,12,0,0,0,0,0,FALSE
US,04/13/2014,1831,N578UW,CLT,144,150,-9,34,0,0,0,0,0,FALSE
US,04/13/2014,1847,N955UW,PHL,92,88,-5,21,0,0,0,0,0,FALSE
US,04/13/2014,1852,N713UW,CLT,125,123,-4,13,0,0,0,0,0,FALSE
US,04/13/2014,1912,N556UW,CLT,136,136,-5,18,0,0,0,0,0,FALSE
US,04/13/2014,2001,N708UW,PHL,101,82,-10,14,0,0,0,0,0,FALSE
US,04/13/2014,2059,N566UW,CLT,134,129,-9,17,0,0,0,0,0,FALSE
US,04/13/2014,2080,N723UW,CLT,138,126,-1,19,0,0,0,0,0,FALSE
US,04/13/2014,2101,N955UW,DCA,90,92,-7,20,0,0,0,0,0,FALSE
US,04/13/2014,2105,N733UW,DCA,99,80,-2,12,0,0,0,0,0,FALSE
US,04/13/2014,2107,N714US,DCA,89,92,-2,18,0,0,0,0,0,FALSE
US,04/13/2014,2109,,DCA,88,0,0,0,0,0,0,0,0,FALSE
US,04/13/2014,2111,N749US,DCA,88,89,-8,14,0,0,0,0,0,FALSE
US,04/13/2014,2113,N958UW,DCA,86,87,-3,13,0,0,0,0,0,FALSE
US,04/13/2014,2115,N751UW,DCA,89,86,11,8,0,0,0,0,0,FALSE
US,04/13/2014,2117,N714US,DCA,90,85,-4,13,0,0,0,0,0,FALSE
US,04/13/2014,2119,N749US,DCA,93,86,-1,10,0,0,0,0,0,FALSE
US,04/13/2014,2121,N755US,DCA,87,85,-9,11,0,0,0,0,0,FALSE
US,04/13/2014,2123,N958UW,DCA,95,87,-5,10,0,0,0,0,0,FALSE
US,04/13/2014,2125,N756US,DCA,95,90,9,16,0,0,0,0,0,FALSE
US,04/13/2014,2127,N714US,DCA,95,95,-5,17,0,0,0,0,0,FALSE
US,04/13/2014,2129,N749US,DCA,92,97,-5,21,0,0,0,0,0,FALSE
US,04/13/2014,2131,N755US,DCA,96,88,-7,12,0,0,0,0,0,FALSE
US,04/13/2014,2143,N949UW,LGA,80,93,-7,15,0,0,0,0,0,FALSE
US,04/13/2014,2145,N961UW,LGA,76,78,-5,25,0,0,0,0,0,FALSE
US,04/13/2014,2147,N953UW,LGA,76,64,-7,12,0,0,0,0,0,FALSE
US,04/13/2014,2151,N949UW,LGA,83,62,-6,12,0,0,0,0,0,FALSE
US,04/13/2014,2155,N953UW,LGA,78,63,0,15,0,0,0,0,0,FALSE
US,04/13/2014,2159,N949UW,LGA,80,60,-5,11,0,0,0,0,0,FALSE
US,04/14/2013,225,N642AW,PHX,347,341,-2,15,0,0,0,0,0,FALSE
US,04/14/2013,303,N678AW,CLT,136,124,-7,14,0,0,0,0,0,FALSE
US,04/14/2013,417,N660AW,PHX,343,358,-5,23,0,0,0,0,0,FALSE
US,04/14/2013,450,N640AW,PHX,345,337,-6,14,0,0,0,0,0,FALSE
US,04/14/2013,738,N954UW,PHL,94,85,-6,23,0,0,0,0,0,FALSE
US,04/14/2013,883,N192UW,CLT,138,138,-8,12,0,0,0,0,0,FALSE
US,04/14/2013,1006,N199UW,CLT,135,123,-4,13,0,0,0,0,0,FALSE
US,04/14/2013,1097,N961UW,PHL,83,83,-4,16,0,0,0,0,0,FALSE
US,04/14/2013,1189,N180US,PHL,99,88,-1,17,0,0,0,0,0,FALSE
US,04/14/2013,1529,N183UW,CLT,135,124,21,17,0,0,0,0,0,FALSE
US,04/14/2013,1555,N121UW,PHL,99,81,-5,14,0,0,0,0,0,FALSE
US,04/14/2013,1731,N713UW,PHL,89,81,-8,19,0,0,0,0,0,FALSE
US,04/14/2013,1779,N957UW,PHL,92,88,-2,23,0,0,0,0,0,FALSE
US,04/14/2013,1791,N199UW,CLT,135,137,-6,20,0,0,0,0,0,FALSE
US,04/14/2013,1801,N118US,CLT,134,134,-6,13,0,0,0,0,0,FALSE
US,04/14/2013,1897,N554UW,CLT,138,142,-5,29,0,0,0,0,0,FALSE
US,04/14/2013,1911,N963UW,PHL,80,76,-1,12,0,0,0,0,0,FALSE
US,04/14/2013,1967,N178US,CLT,143,151,-5,28,0,0,0,0,0,FALSE
US,04/14/2013,1983,N716UW,CLT,124,124,-1,13,0,0,0,0,0,FALSE
US,04/14/2013,2025,N944UW,DCA,91,92,-6,17,0,0,0,0,0,FALSE
US,04/14/2013,2027,N745VJ,DCA,88,91,-3,14,0,0,0,0,0,FALSE
US,04/14/2013,2029,N769US,DCA,88,81,-7,11,0,0,0,0,0,FALSE
US,04/14/2013,2031,N705UW,DCA,88,85,-8,15,0,0,0,0,0,FALSE
US,04/14/2013,2033,N762US,DCA,85,88,-5,14,0,0,0,0,0,FALSE
US,04/14/2013,2035,N748UW,DCA,87,87,-10,12,0,0,0,0,0,FALSE
US,04/14/2013,2037,N745VJ,DCA,90,86,-7,13,0,0,0,0,0,FALSE
US,04/14/2013,2039,N769US,DCA,93,85,-5,13,0,0,0,0,0,FALSE
US,04/14/2013,2041,N705UW,DCA,87,87,-2,21,0,0,0,0,0,FALSE
US,04/14/2013,2043,N762US,DCA,92,84,-2,15,0,0,0,0,0,FALSE
US,04/14/2013,2045,N724UW,DCA,91,91,-3,22,0,0,0,0,0,FALSE
US,04/14/2013,2047,N745VJ,DCA,95,94,-7,19,0,0,0,0,0,FALSE
US,04/14/2013,2049,N769US,DCA,89,92,-4,14,0,0,0,0,0,FALSE
US,04/14/2013,2125,N957UW,LGA,75,72,3,20,0,0,0,0,0,FALSE
US,04/14/2013,2127,N954UW,LGA,74,76,-6,18,0,0,0,0,0,FALSE
US,04/14/2013,2131,N950UW,LGA,77,75,-6,28,0,0,0,0,0,FALSE
US,04/14/2013,2135,N967UW,LGA,72,106,-7,55,0,0,27,0,0,FALSE
US,04/14/2013,2139,N950UW,LGA,82,73,-8,20,0,0,0,0,0,FALSE
US,04/14/2013,2143,N967UW,LGA,79,68,-9,16,0,0,0,0,0,FALSE
US,04/14/2014,401,N821AW,PHX,338,333,-4,11,0,0,0,0,0,FALSE
US,04/14/2014,543,N815AW,PHL,101,108,-4,30,0,0,0,0,0,FALSE
US,04/14/2014,582,N823AW,PHX,359,367,-7,18,0,0,0,0,0,FALSE
US,04/14/2014,601,N655AW,PHX,346,338,22,16,0,0,0,0,0,FALSE
US,04/14/2014,657,N604AW,CLT,137,125,-2,13,0,0,0,0,0,FALSE
US,04/14/2014,722,N947UW,PHL,94,73,37,12,2,0,0,0,14,TRUE
US,04/14/2014,728,N963UW,PHL,95,95,-5,22,0,0,0,0,0,FALSE
US,04/14/2014,740,N958UW,PHL,104,88,9,19,0,0,0,0,0,FALSE
US,04/14/2014,840,N566UW,CLT,138,152,-1,32,0,0,0,0,0,FALSE
US,04/14/2014,1703,N967UW,PHL,101,97,-6,20,0,0,0,0,0,FALSE
US,04/14/2014,1719,N180US,CLT,136,130,-4,12,0,0,0,0,0,FALSE
US,04/14/2014,1739,N953UW,PHL,82,88,-6,18,0,0,0,0,0,FALSE
US,04/14/2014,1755,,PHL,91,0,0,0,0,0,0,0,0,FALSE
US,04/14/2014,1776,N947UW,PHL,92,83,-1,14,0,0,0,0,0,FALSE
US,04/14/2014,1788,N180US,CLT,140,139,49,18,5,0,0,0,43,TRUE
US,04/14/2014,1799,N163US,CLT,137,152,-4,26,0,0,0,0,0,FALSE
US,04/14/2014,1809,N947UW,PHL,91,105,-5,20,0,0,0,0,0,FALSE
US,04/14/2014,1817,N945UW,PHL,95,106,-1,34,0,0,0,0,0,FALSE
US,04/14/2014,1819,N951UW,PHL,88,76,-3,14,0,0,0,0,0,FALSE
US,04/14/2014,1826,N167US,PHL,101,99,-8,32,0,0,0,0,0,FALSE
US,04/14/2014,1831,N174US,CLT,144,141,-6,25,0,0,0,0,0,FALSE
US,04/14/2014,1863,N967UW,PHL,89,85,-8,18,0,0,0,0,0,FALSE
