CarrierCode,Date,FlightNumber,TailNumber,DestinationAirport,ScheduledElapsed time ,ActualElapsedTime,DepartureDelay,TaxiOutTime,DelayCarrier ,DelayWeather,DelayNationalAviationSystem ,DelaySecurity ,DelayLateAircraftArrival ,Was_delayed
US,1/01/2013,225,N650AW,PHX,352,338,32,16,1,0,0,0,17,TRUE
US,1/01/2013,280,N806AW,PHX,369,384,-3,14,0,0,0,0,0,FALSE
US,1/01/2013,303,N656AW,CLT,143,148,0,16,0,0,0,0,0,FALSE
US,1/01/2013,417,N673AW,PHX,355,338,-5,12,0,0,0,0,0,FALSE
US,1/01/2013,604,N662AW,PHX,351,369,-5,15,0,0,0,0,0,FALSE
US,1/01/2013,722,N948UW,PHL,93,103,-6,12,0,0,0,0,0,FALSE
US,1/01/2013,754,N952UW,PHL,103,106,-7,13,0,0,0,0,0,FALSE
US,1/01/2013,1021,N559UW,CLT,146,171,-4,38,0,0,21,0,0,FALSE
US,1/01/2013,1225,N196UW,CLT,141,159,-5,13,0,0,0,0,0,FALSE
US,1/01/2013,1419,N112US,PHL,100,88,-5,17,0,0,0,0,0,FALSE
US,1/01/2013,1475,N110UW,CLT,142,162,-3,17,0,0,17,0,0,FALSE
US,1/01/2013,1521,N561UW,CLT,146,153,0,16,0,0,0,0,0,FALSE
US,1/01/2013,1543,N537UW,CLT,142,169,2,23,2,0,27,0,0,FALSE
US,1/01/2013,1559,N703UW,PHL,91,80,-5,13,0,0,0,0,0,FALSE
US,1/01/2013,1635,N953UW,PHL,93,110,1,15,1,0,17,0,0,FALSE
US,1/01/2013,1667,N744P,CLT,139,164,-8,17,0,0,17,0,0,FALSE
US,1/01/2013,1727,N948UW,PHL,90,97,-6,19,0,0,0,0,0,FALSE
US,1/01/2013,1819,N950UW,PHL,91,91,-6,13,0,0,0,0,0,FALSE
US,1/01/2013,1827,N961UW,PHL,95,93,-5,14,0,0,0,0,0,FALSE
US,1/01/2013,1981,N764US,CLT,140,174,0,28,0,0,34,0,0,FALSE
US,1/01/2013,2031,N750UW,DCA,93,94,0,16,0,0,0,0,0,FALSE
US,1/01/2013,2035,N756US,DCA,92,96,-7,9,0,0,0,0,0,FALSE
US,1/01/2013,2041,N750UW,DCA,92,101,-3,16,0,0,0,0,0,FALSE
US,1/01/2013,2125,N957UW,LGA,75,63,-6,17,0,0,0,0,0,FALSE
US,1/01/2014,454,N669AW,PHX,353,359,9,27,9,0,6,0,0,FALSE
US,1/01/2014,457,N804AW,PHX,366,360,-4,16,0,0,0,0,0,FALSE
US,1/01/2014,538,N809AW,PHX,347,356,-6,14,0,0,0,0,0,FALSE
US,1/01/2014,561,N648AW,PHX,359,351,2,17,0,0,0,0,0,FALSE
US,1/01/2014,657,N668AW,CLT,144,138,-2,13,0,0,0,0,0,FALSE
US,1/01/2014,722,N705UW,PHL,92,86,-3,17,0,0,0,0,0,FALSE
US,1/01/2014,1775,N949UW,PHL,95,96,4,23,0,0,0,0,0,FALSE
US,1/01/2014,1788,N177US,CLT,142,154,3,20,3,0,12,0,0,FALSE
US,1/01/2014,1789,N967UW,PHL,93,90,-1,17,0,0,0,0,0,FALSE
US,1/01/2014,1799,N155UW,CLT,141,147,14,15,14,0,6,0,0,FALSE
US,1/01/2014,1801,N702UW,CLT,139,137,46,10,44,0,0,0,0,FALSE
US,1/01/2014,1819,N961UW,PHL,91,84,-4,16,0,0,0,0,0,FALSE
US,1/01/2014,1835,N127UW,PHL,99,79,-4,17,0,0,0,0,0,FALSE
US,1/01/2014,1862,N170US,CLT,147,163,-3,34,0,0,0,0,0,FALSE
US,1/01/2014,1866,N104UW,CLT,146,142,-5,16,0,0,0,0,0,FALSE
US,1/01/2014,1886,N948UW,PHL,85,82,3,15,0,0,0,0,0,FALSE
US,1/01/2014,1938,N765US,CLT,142,149,-2,19,0,0,0,0,0,FALSE
US,1/01/2014,2083,N180US,CLT,141,143,3,12,0,0,0,0,0,FALSE
US,1/01/2014,2111,N951UW,DCA,91,96,-7,13,0,0,0,0,0,FALSE
US,1/01/2014,2121,N951UW,DCA,97,100,-3,14,0,0,0,0,0,FALSE
US,1/01/2014,2131,N951UW,DCA,90,102,-6,23,0,0,0,0,0,FALSE
US,1/02/2013,225,N654AW,PHX,352,372,-3,15,0,0,17,0,0,FALSE
US,1/02/2013,280,N805AW,PHX,369,332,-4,16,0,0,0,0,0,FALSE
US,1/02/2013,303,N654AW,CLT,143,165,-7,17,0,0,15,0,0,FALSE
US,1/02/2013,417,N602AW,PHX,355,334,-2,18,0,0,0,0,0,FALSE
US,1/02/2013,604,N660AW,PHX,351,338,2,20,0,0,0,0,0,FALSE
US,1/02/2013,722,N951UW,PHL,93,95,-4,16,0,0,0,0,0,FALSE
US,1/02/2013,754,N959UW,PHL,103,89,-6,18,0,0,0,0,0,FALSE
US,1/02/2013,1021,N186US,CLT,146,161,-5,20,0,0,0,0,0,FALSE
US,1/02/2013,1153,N756US,PHL,100,87,-10,16,0,0,0,0,0,FALSE
US,1/02/2013,1225,,CLT,141,0,0,0,0,0,0,0,0,FALSE
US,1/02/2013,1249,N716UW,CLT,135,159,-4,14,0,0,20,0,0,FALSE
US,1/02/2013,1289,N961UW,PHL,82,87,-4,19,0,0,0,0,0,FALSE
US,1/02/2013,1419,N109UW,PHL,100,104,-6,13,0,0,0,0,0,FALSE
US,1/02/2013,1475,N108UW,CLT,142,143,-5,19,0,0,0,0,0,FALSE
US,1/02/2013,1521,N172US,CLT,146,176,-5,29,0,0,25,0,0,FALSE
US,1/02/2013,1543,N161UW,CLT,142,147,-5,20,0,0,0,0,0,FALSE
US,1/02/2013,1635,N950UW,PHL,93,85,-8,16,0,0,0,0,0,FALSE
US,1/02/2013,1667,N758US,CLT,139,181,-5,25,0,0,37,0,0,FALSE
US,1/02/2013,1819,N958UW,PHL,91,87,-3,20,0,0,0,0,0,FALSE
US,1/02/2013,1827,N946UW,PHL,95,85,-2,14,0,0,0,0,0,FALSE
US,1/02/2013,1981,N171US,CLT,140,159,0,22,0,0,19,0,0,FALSE
US,1/02/2013,2025,N770UW,DCA,96,86,8,16,0,0,0,0,0,FALSE
US,1/02/2013,2031,N732US,DCA,93,86,-6,12,0,0,0,0,0,FALSE
US,1/02/2013,2035,N770UW,DCA,92,101,1,15,0,0,0,0,0,FALSE
US,1/02/2013,2041,N732US,DCA,92,83,-5,11,0,0,0,0,0,FALSE
US,1/02/2013,2121,N957UW,LGA,77,64,-6,13,0,0,0,0,0,FALSE
US,1/02/2013,2129,N945UW,LGA,86,62,-9,12,0,0,0,0,0,FALSE
US,1/02/2014,454,N676AW,PHX,353,377,14,41,0,14,24,0,0,FALSE
US,1/02/2014,457,N838AW,PHX,366,385,-3,48,0,0,16,0,0,FALSE
US,1/02/2014,538,N830AW,PHX,347,397,-6,63,0,0,44,0,0,FALSE
US,1/02/2014,561,N657AW,PHX,359,383,6,59,0,6,24,0,0,FALSE
US,1/02/2014,657,N652AW,CLT,144,187,1,41,0,1,43,0,0,FALSE
US,1/02/2014,722,N967UW,PHL,93,0,28,0,0,0,0,0,0,FALSE
US,1/02/2014,1775,N952UW,PHL,95,138,-5,51,0,0,38,0,0,FALSE
US,1/02/2014,1788,N568UW,CLT,142,202,30,48,0,22,60,0,8,TRUE
US,1/02/2014,1789,N965UW,PHL,93,137,0,57,0,0,44,0,0,FALSE
US,1/02/2014,1799,N561UW,CLT,141,182,-2,37,0,0,39,0,0,FALSE
US,1/02/2014,1819,N948UW,PHL,91,108,28,33,0,8,17,0,20,TRUE
US,1/02/2014,1833,N950UW,PHL,84,111,-2,36,0,0,25,0,0,FALSE
US,1/02/2014,1835,N121UW,PHL,99,122,0,46,0,0,23,0,0,FALSE
US,1/02/2014,1862,N152UW,CLT,147,179,2,41,2,0,32,0,0,FALSE
US,1/02/2014,1886,,PHL,85,0,0,0,0,0,0,0,0,FALSE
US,1/02/2014,1904,N751UW,CLT,134,186,51,42,51,0,52,0,0,FALSE
US,1/02/2014,1938,N758US,CLT,142,205,18,43,0,18,63,0,0,FALSE
US,1/02/2014,2052,N114UW,CLT,146,185,2,43,2,0,39,0,0,FALSE
US,1/02/2014,2068,N564UW,CLT,139,207,4,63,0,4,68,0,0,FALSE
US,1/02/2014,2083,N178US,CLT,141,185,22,34,0,15,44,0,7,TRUE
US,1/02/2014,2103,N724UW,DCA,94,126,12,50,12,0,32,0,0,FALSE
US,1/02/2014,2111,N955UW,DCA,91,122,-5,37,0,0,26,0,0,FALSE
US,1/02/2014,2121,,DCA,97,0,0,0,0,0,0,0,0,FALSE
US,1/02/2014,2131,,DCA,90,0,0,0,0,0,0,0,0,FALSE
US,1/02/2014,2149,N951UW,LGA,86,98,-7,41,0,0,0,0,0,FALSE
US,1/02/2014,2157,N951UW,LGA,83,99,37,42,0,2,16,0,35,TRUE
US,1/03/2013,225,N668AW,PHX,352,301,2,14,0,0,0,0,0,FALSE
US,1/03/2013,280,N823AW,PHX,369,329,-8,17,0,0,0,0,0,FALSE
US,1/03/2013,303,N649AW,CLT,143,158,-6,14,0,0,0,0,0,FALSE
US,1/03/2013,417,N834AW,PHX,355,301,118,21,64,0,0,0,0,FALSE
US,1/03/2013,604,N659AW,PHX,351,305,3,14,0,0,0,0,0,FALSE
US,1/03/2013,722,N957UW,PHL,93,96,-8,13,0,0,0,0,0,FALSE
US,1/03/2013,754,N959UW,PHL,103,94,-8,14,0,0,0,0,0,FALSE
US,1/03/2013,1021,N176UW,CLT,146,154,-5,19,0,0,0,0,0,FALSE
US,1/03/2013,1153,N742PS,PHL,100,86,-5,20,0,0,0,0,0,FALSE
US,1/03/2013,1225,N173US,CLT,141,133,-4,14,0,0,0,0,0,FALSE
US,1/03/2013,1249,N708UW,CLT,135,150,-4,15,0,0,0,0,0,FALSE
US,1/03/2013,1289,N946UW,PHL,82,78,13,17,0,0,0,0,0,FALSE
US,1/03/2013,1419,N107US,PHL,100,96,-5,21,0,0,0,0,0,FALSE
US,1/03/2013,1475,N124US,CLT,142,142,2,14,0,0,0,0,0,FALSE
US,1/03/2013,1521,N192UW,CLT,146,156,-4,18,0,0,0,0,0,FALSE
US,1/03/2013,1543,N174US,CLT,142,163,-7,15,0,0,0,0,0,FALSE
US,1/03/2013,1635,N958UW,PHL,93,96,-9,19,0,0,0,0,0,FALSE
US,1/03/2013,1667,N716UW,CLT,139,147,-5,16,0,0,0,0,0,FALSE
US,1/03/2013,1819,N961UW,PHL,91,86,-9,15,0,0,0,0,0,FALSE
US,1/03/2013,1827,N948UW,PHL,95,101,-7,19,0,0,0,0,0,FALSE
US,1/03/2013,1981,N179UW,CLT,140,168,-1,25,0,0,27,0,0,FALSE
US,1/03/2013,2025,N770UW,DCA,96,100,-5,17,0,0,0,0,0,FALSE
US,1/03/2013,2031,N764US,DCA,93,94,-1,14,0,0,0,0,0,FALSE
US,1/03/2013,2035,N770UW,DCA,92,90,-7,12,0,0,0,0,0,FALSE
US,1/03/2013,2041,N764US,DCA,92,92,0,7,0,0,0,0,0,FALSE
US,1/03/2013,2121,N945UW,LGA,77,60,-6,17,0,0,0,0,0,FALSE
US,1/03/2013,2129,N945UW,LGA,86,78,-8,27,0,0,0,0,0,FALSE
US,1/03/2014,454,N678AW,PHX,353,329,59,20,0,12,0,0,23,TRUE
US,1/03/2014,457,,PHX,366,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,538,,PHX,347,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,561,N673AW,PHX,359,338,-2,22,0,0,0,0,0,FALSE
US,1/03/2014,657,,CLT,144,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,722,,PHL,93,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1775,,PHL,95,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1788,N184US,CLT,142,135,18,14,0,0,0,0,0,FALSE
US,1/03/2014,1789,,PHL,93,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1799,,CLT,141,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1819,,PHL,91,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1833,,PHL,84,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1835,,PHL,99,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1862,,CLT,147,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1886,N963UW,PHL,85,101,51,18,4,0,16,0,47,TRUE
US,1/03/2014,1904,,CLT,134,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,1938,N708UW,CLT,142,138,11,25,0,0,0,0,0,FALSE
US,1/03/2014,2052,,CLT,146,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2068,,CLT,139,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2083,,CLT,141,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2103,,DCA,94,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2111,,DCA,91,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2121,,DCA,97,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2131,,DCA,90,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2149,,LGA,86,0,0,0,0,0,0,0,0,FALSE
US,1/03/2014,2157,N959UW,LGA,83,80,14,24,0,0,0,0,0,FALSE
US,1/04/2013,225,N676AW,PHX,352,330,-6,13,0,0,0,0,0,FALSE
US,1/04/2013,280,N652AW,PHX,369,329,-6,16,0,0,0,0,0,FALSE
US,1/04/2013,303,N676AW,CLT,143,145,-9,17,0,0,0,0,0,FALSE
US,1/04/2013,604,N640AW,PHX,351,328,-4,19,0,0,0,0,0,FALSE
US,1/04/2013,722,N952UW,PHL,93,93,-6,16,0,0,0,0,0,FALSE
US,1/04/2013,754,N956UW,PHL,103,115,-6,28,0,0,0,0,0,FALSE
US,1/04/2013,1021,N196UW,CLT,146,140,-2,15,0,0,0,0,0,FALSE
US,1/04/2013,1153,N757UW,PHL,100,99,-3,25,0,0,0,0,0,FALSE
US,1/04/2013,1225,N188US,CLT,141,137,1,14,0,0,0,0,0,FALSE
US,1/04/2013,1249,N723UW,CLT,135,126,-7,11,0,0,0,0,0,FALSE
US,1/04/2013,1289,N945UW,PHL,82,78,16,13,0,0,0,0,0,FALSE
US,1/04/2013,1419,N114UW,PHL,100,99,-5,20,0,0,0,0,0,FALSE
US,1/04/2013,1475,N163US,CLT,142,138,-5,21,0,0,0,0,0,FALSE
US,1/04/2013,1521,N554UW,CLT,146,146,-4,18,0,0,0,0,0,FALSE
US,1/04/2013,1543,N537UW,CLT,142,141,-4,15,0,0,0,0,0,FALSE
US,1/04/2013,1635,N947UW,PHL,93,84,-1,14,0,0,0,0,0,FALSE
US,1/04/2013,1667,N702UW,CLT,139,145,-5,15,0,0,0,0,0,FALSE
US,1/04/2013,1819,N946UW,PHL,91,81,-7,14,0,0,0,0,0,FALSE
US,1/04/2013,1827,N944UW,PHL,95,94,113,21,2,0,0,0,110,TRUE
US,1/04/2013,1981,N186US,CLT,140,134,-3,13,0,0,0,0,0,FALSE
US,1/04/2013,2025,N770UW,DCA,96,95,-9,14,0,0,0,0,0,FALSE
US,1/04/2013,2031,N704US,DCA,93,86,-4,12,0,0,0,0,0,FALSE
US,1/04/2013,2035,N770UW,DCA,92,94,3,11,0,0,0,0,0,FALSE
US,1/04/2013,2041,N704US,DCA,92,97,-3,20,0,0,0,0,0,FALSE
US,1/04/2013,2121,N948UW,LGA,77,65,-10,13,0,0,0,0,0,FALSE
US,1/04/2013,2129,N948UW,LGA,86,79,-9,26,0,0,0,0,0,FALSE
US,1/04/2014,454,N654AW,PHX,353,369,20,18,5,0,16,0,15,TRUE
US,1/04/2014,457,N822AW,PHX,366,374,-4,19,0,0,0,0,0,FALSE
US,1/04/2014,538,N836AW,PHX,347,365,-3,18,0,0,15,0,0,FALSE
US,1/04/2014,561,N662AW,PHX,359,351,11,19,0,0,0,0,0,FALSE
US,1/04/2014,657,N601AW,CLT,144,137,-2,16,0,0,0,0,0,FALSE
US,1/04/2014,821,N199UW,CLT,147,144,-3,18,0,0,0,0,0,FALSE
US,1/04/2014,874,N112US,CLT,146,143,-4,22,0,0,0,0,0,FALSE
US,1/04/2014,891,N122US,CLT,142,138,13,16,0,0,0,0,0,FALSE
US,1/04/2014,1788,N150UW,CLT,142,140,24,17,0,21,0,0,1,TRUE
US,1/04/2014,1789,N958UW,PHL,93,101,10,19,10,0,8,0,0,FALSE
US,1/04/2014,1796,N948UW,CLT,146,155,-1,20,0,0,0,0,0,FALSE
US,1/04/2014,1799,N170US,CLT,141,136,-2,16,0,0,0,0,0,FALSE
US,1/04/2014,1819,N944UW,PHL,84,88,3,23,0,0,0,0,0,FALSE
US,1/04/2014,2051,N117UW,PHL,99,134,3,40,3,0,35,0,0,FALSE
US,1/04/2014,2059,N161UW,CLT,139,136,-4,15,0,0,0,0,0,FALSE
US,1/04/2014,2076,N951UW,PHL,95,82,10,13,0,0,0,0,0,FALSE
US,1/04/2014,2083,N561UW,CLT,141,141,8,15,0,0,0,0,0,FALSE
US,1/05/2013,225,N658AW,PHX,352,336,1,19,0,0,0,0,0,FALSE
US,1/05/2013,280,N808AW,PHX,369,375,-3,16,0,0,0,0,0,FALSE
US,1/05/2013,303,N656AW,CLT,143,139,-2,15,0,0,0,0,0,FALSE
US,1/05/2013,417,N662AW,PHX,355,338,12,12,0,0,0,0,0,FALSE
US,1/05/2013,604,N663AW,PHX,351,342,3,16,0,0,0,0,0,FALSE
US,1/05/2013,754,N947UW,PHL,103,96,-4,27,0,0,0,0,0,FALSE
US,1/05/2013,1225,N185UW,CLT,141,147,9,20,9,0,6,0,0,FALSE
US,1/05/2013,1231,N172US,CLT,146,135,-2,17,0,0,0,0,0,FALSE
US,1/05/2013,1249,N758US,CLT,135,124,-3,13,0,0,0,0,0,FALSE
US,1/05/2013,1521,N193UW,CLT,146,140,-3,17,0,0,0,0,0,FALSE
US,1/05/2013,1543,N565UW,CLT,142,130,4,14,0,0,0,0,0,FALSE
US,1/05/2013,1659,N733UW,PHL,100,69,-4,12,0,0,0,0,0,FALSE
US,1/05/2013,1765,N948UW,CLT,141,143,6,15,0,0,0,0,0,FALSE
US,1/05/2013,1803,N952UW,PHL,92,80,-3,14,0,0,0,0,0,FALSE
US,1/05/2013,1829,N760US,PHL,89,81,-9,11,0,0,0,0,0,FALSE
US,1/05/2013,1869,N709UW,CLT,142,141,5,11,0,0,0,0,0,FALSE
US,1/05/2013,1911,N944UW,PHL,82,78,-3,14,0,0,0,0,0,FALSE
US,1/05/2013,1981,N948UW,CLT,142,152,-6,29,0,0,0,0,0,FALSE
US,1/05/2013,2021,N948UW,DCA,93,98,-2,14,0,0,0,0,0,FALSE
US,1/05/2013,2031,N945UW,DCA,93,92,9,19,0,0,0,0,0,FALSE
US,1/05/2014,454,N650AW,PHX,353,334,1,15,0,0,0,0,0,FALSE
US,1/05/2014,457,N829AW,PHX,366,364,0,15,0,0,0,0,0,FALSE
US,1/05/2014,538,N813AW,PHX,347,356,4,17,0,0,0,0,0,FALSE
US,1/05/2014,561,N672AW,PHX,359,346,-2,22,0,0,0,0,0,FALSE
US,1/05/2014,657,N650AW,CLT,144,136,-3,14,0,0,0,0,0,FALSE
US,1/05/2014,722,N945UW,PHL,93,131,33,36,0,0,71,0,0,FALSE
US,1/05/2014,790,N740UW,PHL,83,82,2,16,0,0,0,0,0,FALSE
US,1/05/2014,883,N182UW,CLT,146,141,6,15,0,0,0,0,0,FALSE
US,1/05/2014,1788,N564UW,CLT,142,153,29,19,7,0,11,0,22,TRUE
US,1/05/2014,1789,N957UW,PHL,93,128,-4,54,0,0,31,0,0,FALSE
US,1/05/2014,1797,N747UW,CLT,142,148,22,16,22,0,6,0,0,FALSE
US,1/05/2014,1799,N197UW,CLT,141,140,77,13,11,0,0,0,65,TRUE
US,1/05/2014,1886,N112US,PHL,84,101,-1,22,0,0,16,0,0,FALSE
US,1/05/2014,1892,N567UW,CLT,139,141,3,17,0,0,0,0,0,FALSE
US,1/05/2014,1997,N128UW,PHL,99,115,-5,13,0,0,0,0,0,FALSE
US,1/05/2014,2023,N194UW,CLT,134,134,-1,14,0,0,0,0,0,FALSE
US,1/05/2014,2053,N110UW,CLT,147,143,-4,16,0,0,0,0,0,FALSE
US,1/05/2014,2083,N150UW,CLT,141,148,50,17,17,0,7,0,33,TRUE
US,1/05/2014,2105,N753US,DCA,92,101,2,17,0,0,0,0,0,FALSE
US,1/05/2014,2109,N958UW,DCA,90,99,-5,21,0,0,0,0,0,FALSE
US,1/05/2014,2111,N762US,DCA,91,92,-2,11,0,0,0,0,0,FALSE
US,1/05/2014,2113,N751UW,DCA,92,112,-6,16,0,0,0,0,0,FALSE
US,1/05/2014,2115,N721UW,DCA,89,105,-8,13,0,0,0,0,0,FALSE
US,1/05/2014,2119,N954UW,DCA,93,92,36,12,8,0,0,0,27,TRUE
US,1/05/2014,2121,N762US,DCA,97,96,-1,14,0,0,0,0,0,FALSE
US,1/05/2014,2123,N751UW,DCA,91,88,14,12,0,0,0,0,0,FALSE
US,1/05/2014,2125,N721UW,DCA,99,106,-8,31,0,0,0,0,0,FALSE
US,1/05/2014,2129,N954UW,DCA,97,95,12,14,0,0,0,0,0,FALSE
US,1/05/2014,2131,N762US,DCA,90,98,-4,14,0,0,0,0,0,FALSE
US,1/05/2014,2145,N956UW,LGA,76,74,38,17,7,0,0,0,29,TRUE
US,1/05/2014,2151,N961UW,LGA,79,73,114,16,0,1,0,0,107,TRUE
US,1/05/2014,2159,N961UW,LGA,90,79,88,15,0,0,0,0,77,TRUE
US,1/06/2013,225,N677AW,PHX,352,336,1,18,0,0,0,0,0,FALSE
US,1/06/2013,280,N803AW,PHX,369,367,-3,15,0,0,0,0,0,FALSE
US,1/06/2013,303,N669AW,CLT,143,173,-2,34,0,0,28,0,0,FALSE
US,1/06/2013,417,N647AW,PHX,355,329,-1,17,0,0,0,0,0,FALSE
US,1/06/2013,604,N661AW,PHX,351,372,-2,30,0,0,19,0,0,FALSE
US,1/06/2013,1021,N188US,CLT,146,171,1,31,1,0,25,0,0,FALSE
US,1/06/2013,1151,N701UW,PHL,100,120,-2,34,0,0,18,0,0,FALSE
US,1/06/2013,1419,N108UW,PHL,100,95,1,29,0,0,0,0,0,FALSE
US,1/06/2013,1469,N956UW,PHL,100,102,-1,25,0,0,0,0,0,FALSE
US,1/06/2013,1475,N110UW,CLT,142,155,-4,16,0,0,0,0,0,FALSE
US,1/06/2013,1521,N566UW,CLT,146,162,-8,21,0,0,0,0,0,FALSE
US,1/06/2013,1543,N186US,CLT,142,150,-2,14,0,0,0,0,0,FALSE
US,1/06/2013,1667,N717UW,CLT,139,145,-6,16,0,0,0,0,0,FALSE
US,1/06/2013,1683,N439US,CLT,141,158,-3,14,0,0,0,0,0,FALSE
US,1/06/2013,1801,N103US,CLT,141,152,-6,18,0,0,0,0,0,FALSE
US,1/06/2013,1803,N714US,PHL,90,109,22,25,22,0,19,0,0,FALSE
US,1/06/2013,1911,N715UW,PHL,80,87,-5,15,0,0,0,0,0,FALSE
US,1/06/2013,1963,N105UW,CLT,135,146,0,15,0,0,0,0,0,FALSE
US,1/06/2013,2025,N760US,DCA,96,112,-1,30,0,0,15,0,0,FALSE
US,1/06/2013,2031,N768US,DCA,93,89,-1,15,0,0,0,0,0,FALSE
US,1/06/2013,2035,N760US,DCA,92,94,-4,12,0,0,0,0,0,FALSE
US,1/06/2013,2041,N768US,DCA,92,84,-2,9,0,0,0,0,0,FALSE
US,1/06/2013,2045,N760US,DCA,96,93,-2,14,0,0,0,0,0,FALSE
US,1/06/2013,2125,N947UW,LGA,75,65,-8,14,0,0,0,0,0,FALSE
US,1/06/2013,2133,N947UW,LGA,78,72,-9,19,0,0,0,0,0,FALSE
US,1/06/2014,454,N648AW,PHX,353,338,-1,18,0,0,0,0,0,FALSE
US,1/06/2014,457,N812AW,PHX,366,334,-1,14,0,0,0,0,0,FALSE
US,1/06/2014,538,N816AW,PHX,347,337,-2,14,0,0,0,0,0,FALSE
US,1/06/2014,657,N659AW,CLT,144,167,-3,23,0,0,20,0,0,FALSE
US,1/06/2014,722,N959UW,PHL,93,87,2,14,0,0,0,0,0,FALSE
US,1/06/2014,1775,N949UW,PHL,95,135,17,48,0,17,40,0,0,FALSE
US,1/06/2014,1788,N177US,CLT,142,177,-3,17,0,0,32,0,0,FALSE
US,1/06/2014,1789,N949UW,PHL,93,95,40,22,40,0,2,0,0,FALSE
US,1/06/2014,1799,N179UW,CLT,141,182,13,20,0,13,41,0,0,FALSE
US,1/06/2014,1819,,PHL,91,0,0,0,0,0,0,0,0,FALSE
US,1/06/2014,1833,N958UW,PHL,84,97,1,14,0,0,0,0,0,FALSE
US,1/06/2014,1835,N111US,PHL,99,114,7,13,7,0,15,0,0,FALSE
US,1/06/2014,1862,N181UW,CLT,147,152,6,15,0,0,0,0,0,FALSE
US,1/06/2014,1886,N953UW,PHL,85,95,0,16,0,0,0,0,0,FALSE
US,1/06/2014,1896,N950UW,PHL,92,116,31,28,0,12,24,0,19,TRUE
US,1/06/2014,1904,N721UW,CLT,134,151,-1,16,0,0,16,0,0,FALSE
US,1/06/2014,1938,N742PS,CLT,142,172,-7,15,0,0,23,0,0,FALSE
US,1/06/2014,2052,N161UW,CLT,146,166,1,21,1,0,20,0,0,FALSE
US,1/06/2014,2068,N183UW,CLT,139,184,220,32,0,35,45,0,185,TRUE
US,1/06/2014,2083,N194UW,CLT,141,189,118,31,0,33,48,0,85,TRUE
US,1/06/2014,2105,N740UW,DCA,92,89,-2,12,0,0,0,0,0,FALSE
US,1/06/2014,2107,N751UW,DCA,99,109,-4,13,0,0,0,0,0,FALSE
US,1/06/2014,2111,N713UW,DCA,91,105,-5,15,0,0,0,0,0,FALSE
US,1/06/2014,2115,,DCA,89,0,0,0,0,0,0,0,0,FALSE
US,1/06/2014,2117,N751UW,DCA,94,99,55,12,0,33,5,0,22,TRUE
US,1/06/2014,2121,N713UW,DCA,97,103,70,12,0,35,6,0,35,TRUE
US,1/06/2014,2125,N769US,DCA,99,111,0,17,0,0,0,0,0,FALSE
US,1/06/2014,2127,N751UW,DCA,97,105,11,20,0,2,8,0,9,TRUE
US,1/06/2014,2131,N713UW,DCA,90,109,27,16,0,4,19,0,23,TRUE
US,1/06/2014,2137,N952UW,LGA,81,72,-3,11,0,0,0,0,0,FALSE
US,1/06/2014,2141,N961UW,LGA,80,71,-6,16,0,0,0,0,0,FALSE
US,1/06/2014,2145,,LGA,76,0,0,0,0,0,0,0,0,FALSE
US,1/06/2014,2149,N961UW,LGA,86,69,7,12,0,0,0,0,0,FALSE
US,1/06/2014,2153,N952UW,LGA,77,118,1,32,0,1,41,0,0,FALSE
US,1/06/2014,2157,N961UW,LGA,83,79,9,24,0,0,0,0,0,FALSE
US,1/06/2014,2161,N952UW,LGA,86,67,0,15,0,0,0,0,0,FALSE
US,1/07/2013,196,N652AW,PHX,351,341,-3,20,0,0,0,0,0,FALSE
US,1/07/2013,225,N651AW,PHX,352,342,6,13,0,0,0,0,0,FALSE
US,1/07/2013,280,N805AW,PHX,371,327,-4,19,0,0,0,0,0,FALSE
US,1/07/2013,303,N654AW,CLT,145,121,-2,16,0,0,0,0,0,FALSE
US,1/07/2013,722,N711UW,PHL,95,88,-9,20,0,0,0,0,0,FALSE
US,1/07/2013,754,N953UW,PHL,105,76,-3,14,0,0,0,0,0,FALSE
US,1/07/2013,897,N957UW,PHL,90,77,-2,16,0,0,0,0,0,FALSE
US,1/07/2013,1021,N181UW,CLT,148,125,7,18,0,0,0,0,0,FALSE
US,1/07/2013,1097,N946UW,PHL,85,74,-9,12,0,0,0,0,0,FALSE
