Carrier Code,was_delayed,Date,Flight Number,Tail Number,Destination Airport,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
US,1,02/25/2014,1819,N738US,PHL,91,96,17,20,17,0,5,0,0
US,0,02/25/2014,1862,N538UW,CLT,153,165,-6,33,0,0,0,0,0
US,0,02/25/2014,1886,N963UW,PHL,87,83,-10,16,0,0,0,0,0
US,0,02/25/2014,1892,N187US,CLT,145,146,-8,18,0,0,0,0,0
US,0,02/25/2014,1896,N945UW,PHL,96,102,-4,22,0,0,0,0,0
US,0,02/25/2014,1904,N708UW,CLT,137,141,-4,15,0,0,0,0,0
US,0,02/25/2014,1917,N167US,PHL,103,100,-7,21,0,0,0,0,0
US,0,02/25/2014,1938,N737US,CLT,144,132,-2,13,0,0,0,0,0
US,0,02/25/2014,1946,N555AY,CLT,156,148,-8,22,0,0,0,0,0
US,0,02/25/2014,2030,N715UW,PHL,92,104,-6,17,0,0,0,0,0
US,0,02/25/2014,2051,,PHL,90,0,0,0,0,0,0,0,0
US,0,02/25/2014,2103,N118US,DCA,100,117,-7,30,0,0,0,0,0
US,0,02/25/2014,2105,N752US,DCA,98,97,-7,11,0,0,0,0,0
US,0,02/25/2014,2107,N758US,DCA,101,110,-8,22,0,0,0,0,0
US,0,02/25/2014,2109,N745VJ,DCA,90,101,-5,16,0,0,0,0,0
US,0,02/25/2014,2111,N744P,DCA,91,125,-8,10,0,0,26,0,0
US,0,02/25/2014,2113,N748UW,DCA,93,112,-7,15,0,0,0,0,0
US,0,02/25/2014,2115,N703UW,DCA,89,100,-8,19,0,0,0,0,0
US,1,02/25/2014,2117,N751UW,DCA,93,108,90,16,0,0,15,0,90
US,1,02/25/2014,2119,N745VJ,DCA,94,114,51,33,0,0,20,0,51
US,1,02/25/2014,2121,N744P,DCA,99,97,54,19,0,0,0,0,52
US,0,02/25/2014,2123,N748UW,DCA,91,96,-6,12,0,0,0,0,0
US,1,02/25/2014,2125,N733UW,DCA,99,90,67,21,6,0,0,0,52
US,1,02/25/2014,2127,N751UW,DCA,98,92,56,16,5,0,0,0,45
US,1,02/25/2014,2129,N745VJ,DCA,98,97,26,21,14,0,0,0,11
US,1,02/25/2014,2131,N744P,DCA,93,104,21,16,15,0,11,0,6
US,0,02/25/2014,2133,N961UW,LGA,81,72,-7,13,0,0,0,0,0
US,0,02/25/2014,2135,N949UW,LGA,81,77,-7,17,0,0,0,0,0
US,0,02/25/2014,2137,N967UW,LGA,80,72,-4,12,0,0,0,0,0
US,0,02/25/2014,2139,N762US,LGA,81,78,-4,21,0,0,0,0,0
US,0,02/25/2014,2141,N946UW,LGA,80,82,-6,22,0,0,0,0,0
US,0,02/25/2014,2143,N961UW,LGA,81,78,-9,23,0,0,0,0,0
US,0,02/25/2014,2145,N949UW,LGA,73,76,-6,23,0,0,0,0,0
US,0,02/25/2014,2147,N967UW,LGA,74,69,-8,15,0,0,0,0,0
US,0,02/25/2014,2149,N946UW,LGA,85,74,-5,20,0,0,0,0,0
US,0,02/25/2014,2151,N961UW,LGA,80,73,-7,18,0,0,0,0,0
US,0,02/25/2014,2153,N949UW,LGA,77,72,-6,24,0,0,0,0,0
US,0,02/25/2014,2155,N967UW,LGA,80,68,-8,23,0,0,0,0,0
US,0,02/25/2014,2157,N946UW,LGA,83,62,-5,15,0,0,0,0,0
US,1,02/25/2014,2159,N961UW,LGA,88,70,18,20,0,0,0,0,0
US,0,02/25/2014,2161,N949UW,LGA,84,81,-4,24,0,0,0,0,0
US,0,02/26/2014,538,N823AW,PHX,354,367,-4,13,0,0,0,0,0
US,1,02/26/2014,543,N803AW,PHL,103,96,274,21,146,0,121,0,0
US,0,02/26/2014,582,N838AW,PHX,367,373,-1,33,0,0,0,0,0
US,0,02/26/2014,601,N668AW,PHX,359,343,4,18,0,0,0,0,0
US,0,02/26/2014,657,N654AW,CLT,150,152,-2,15,0,0,0,0,0
US,0,02/26/2014,722,N948UW,PHL,95,90,-11,21,0,0,0,0,0
US,0,02/26/2014,728,N700UW,PHL,100,98,-6,17,0,0,0,0,0
US,0,02/26/2014,738,N957UW,PHL,92,99,-7,21,0,0,0,0,0
US,0,02/26/2014,740,N957UW,PHL,104,91,-6,16,0,0,0,0,0
US,1,02/26/2014,824,N950UW,PHL,90,87,25,18,0,0,0,0,22
US,0,02/26/2014,1701,N963UW,PHL,98,147,-4,38,0,0,45,0,0
US,1,02/26/2014,1703,N948UW,PHL,99,87,54,12,5,0,0,0,37
US,0,02/26/2014,1739,N967UW,PHL,85,93,-4,15,0,0,0,0,0
US,1,02/26/2014,1776,N945UW,PHL,106,100,25,29,3,0,0,0,16
US,0,02/26/2014,1788,N173US,CLT,143,145,0,20,0,0,0,0,0
US,0,02/26/2014,1791,N151UW,CLT,144,144,9,15,0,0,0,0,0
US,0,02/26/2014,1799,N157UW,CLT,145,144,9,17,0,0,0,0,0
US,0,02/26/2014,1809,N945UW,PHL,93,182,9,107,9,0,89,0,0
US,1,02/26/2014,1819,N956UW,PHL,91,101,88,24,0,0,10,0,88
US,0,02/26/2014,1862,N567UW,CLT,163,152,-2,16,0,0,0,0,0
US,0,02/26/2014,1886,N953UW,PHL,87,87,0,16,0,0,0,0,0
US,0,02/26/2014,1892,N190UW,CLT,145,152,-7,18,0,0,0,0,0
US,0,02/26/2014,1896,N959UW,PHL,96,95,-7,26,0,0,0,0,0
US,0,02/26/2014,1904,N716UW,CLT,137,138,-4,10,0,0,0,0,0
US,1,02/26/2014,1917,N538UW,PHL,103,131,64,21,35,0,57,0,0
US,0,02/26/2014,1938,N741UW,CLT,144,142,2,20,0,0,0,0,0
US,0,02/26/2014,1946,N559UW,CLT,156,164,-7,18,0,0,0,0,0
US,1,02/26/2014,2030,N764US,PHL,92,93,52,16,0,0,53,0,0
US,0,02/26/2014,2051,N561UW,PHL,90,101,-3,25,0,0,0,0,0
US,0,02/26/2014,2103,N117UW,DCA,100,140,-3,33,0,0,37,0,0
US,0,02/26/2014,2105,N748UW,DCA,98,109,-6,23,0,0,0,0,0
US,0,02/26/2014,2107,N733UW,DCA,101,130,-9,13,0,0,20,0,0
US,0,02/26/2014,2109,N753US,DCA,90,112,-10,21,0,0,0,0,0
US,0,02/26/2014,2111,N758US,DCA,91,105,-8,15,0,0,0,0,0
US,0,02/26/2014,2113,N746UW,DCA,93,96,-6,15,0,0,0,0,0
US,1,02/26/2014,2115,N742PS,DCA,89,101,21,12,0,0,12,0,21
US,1,02/26/2014,2117,N733UW,DCA,93,95,66,14,0,0,2,0,66
US,0,02/26/2014,2119,N753US,DCA,94,112,3,11,3,0,18,0,0
US,0,02/26/2014,2121,N758US,DCA,99,111,-2,15,0,0,0,0,0
US,0,02/26/2014,2123,N732US,DCA,91,103,13,19,0,0,12,0,13
US,0,02/26/2014,2125,N742PS,DCA,99,98,-5,21,0,0,0,0,0
US,1,02/26/2014,2127,N733UW,DCA,98,94,31,16,0,0,0,0,27
US,0,02/26/2014,2129,N753US,DCA,98,97,-5,16,0,0,0,0,0
US,1,02/26/2014,2131,N765US,DCA,93,88,56,12,0,0,0,0,51
US,0,02/26/2014,2133,N961UW,LGA,81,70,-7,15,0,0,0,0,0
US,0,02/26/2014,2135,N946UW,LGA,81,72,-1,18,0,0,0,0,0
US,0,02/26/2014,2137,N965UW,LGA,80,85,-5,29,0,0,0,0,0
US,0,02/26/2014,2139,N756US,LGA,81,65,-8,14,0,0,0,0,0
US,1,02/26/2014,2141,N959UW,LGA,80,88,30,24,0,0,8,0,30
US,0,02/26/2014,2143,N961UW,LGA,81,102,-7,31,0,0,0,0,0
US,0,02/26/2014,2145,N965UW,LGA,73,74,-3,14,0,0,0,0,0
US,0,02/26/2014,2147,N946UW,LGA,74,71,-8,15,0,0,0,0,0
US,0,02/26/2014,2149,N959UW,LGA,85,71,-7,13,0,0,0,0,0
US,0,02/26/2014,2151,N961UW,LGA,80,77,-5,22,0,0,0,0,0
US,0,02/26/2014,2153,N965UW,LGA,77,74,-6,13,0,0,0,0,0
US,0,02/26/2014,2155,N946UW,LGA,80,85,-4,26,0,0,0,0,0
US,0,02/26/2014,2157,N947UW,LGA,83,73,-4,16,0,0,0,0,0
US,0,02/26/2014,2159,N961UW,LGA,88,80,-3,27,0,0,0,0,0
US,0,02/26/2014,2161,N965UW,LGA,84,69,-7,16,0,0,0,0,0
US,0,02/26/2014,2163,N946UW,LGA,83,75,-11,17,0,0,0,0,0
US,0,02/27/2014,538,N804AW,PHX,354,363,-2,23,0,0,0,0,0
US,0,02/27/2014,543,N812AW,PHL,103,122,-4,43,0,0,15,0,0
US,0,02/27/2014,582,N827AW,PHX,367,362,-7,19,0,0,0,0,0
US,1,02/27/2014,601,N672AW,PHX,359,357,17,22,13,0,0,0,2
US,0,02/27/2014,657,N677AW,CLT,150,144,-2,14,0,0,0,0,0
US,0,02/27/2014,722,N956UW,PHL,95,109,2,28,2,0,14,0,0
US,0,02/27/2014,728,N762US,PHL,100,126,-1,40,0,0,25,0,0
US,0,02/27/2014,738,N954UW,PHL,92,86,-6,14,0,0,0,0,0
US,0,02/27/2014,740,N944UW,PHL,104,123,-3,42,0,0,16,0,0
US,0,02/27/2014,824,N950UW,PHL,90,119,2,36,2,0,29,0,0
US,0,02/27/2014,1701,N952UW,PHL,98,86,-6,13,0,0,0,0,0
US,0,02/27/2014,1703,N956UW,PHL,99,135,-5,18,0,0,31,0,0
US,0,02/27/2014,1739,N965UW,PHL,85,81,3,12,0,0,0,0,0
US,0,02/27/2014,1776,N954UW,PHL,106,130,0,41,0,0,24,0,0
US,0,02/27/2014,1788,N565UW,CLT,143,142,4,18,0,0,0,0,0
US,0,02/27/2014,1791,N567UW,CLT,144,153,-2,17,0,0,0,0,0
US,0,02/27/2014,1799,N152UW,CLT,145,182,7,58,7,0,37,0,0
US,0,02/27/2014,1809,N954UW,PHL,93,94,0,17,0,0,0,0,0
US,0,02/27/2014,1819,N953UW,PHL,91,93,-4,18,0,0,0,0,0
US,0,02/27/2014,1862,N558UW,CLT,163,155,-5,25,0,0,0,0,0
US,0,02/27/2014,1886,N957UW,PHL,87,85,5,16,0,0,0,0,0
US,0,02/27/2014,1892,N161UW,CLT,145,152,-3,21,0,0,0,0,0
US,0,02/27/2014,1896,N955UW,PHL,96,92,-4,16,0,0,0,0,0
US,0,02/27/2014,1904,N705UW,CLT,137,134,-1,17,0,0,0,0,0
US,0,02/27/2014,1917,N196UW,PHL,103,106,-8,26,0,0,0,0,0
US,1,02/27/2014,1938,N732US,CLT,144,144,30,26,27,0,0,0,3
US,0,02/27/2014,1946,N188US,CLT,156,148,0,19,0,0,0,0,0
US,0,02/27/2014,2030,N769US,PHL,92,106,-9,18,0,0,0,0,0
US,0,02/27/2014,2051,N557UW,PHL,90,77,-3,14,0,0,0,0,0
US,1,02/27/2014,2103,N105UW,DCA,100,98,62,15,60,0,0,0,0
US,0,02/27/2014,2105,N738US,DCA,98,112,-4,26,0,0,0,0,0
US,0,02/27/2014,2107,N737US,DCA,101,112,-8,19,0,0,0,0,0
US,0,02/27/2014,2109,N722US,DCA,90,96,-11,16,0,0,0,0,0
US,0,02/27/2014,2111,N744P,DCA,91,102,-6,17,0,0,0,0,0
US,0,02/27/2014,2113,N745VJ,DCA,93,107,-6,16,0,0,0,0,0
US,0,02/27/2014,2115,N738US,DCA,89,96,-7,16,0,0,0,0,0
US,0,02/27/2014,2117,N737US,DCA,93,108,-8,13,0,0,0,0,0
US,0,02/27/2014,2119,N722US,DCA,94,99,-9,12,0,0,0,0,0
US,0,02/27/2014,2121,N744P,DCA,99,135,-4,49,0,0,32,0,0
US,0,02/27/2014,2123,N745VJ,DCA,91,122,-2,33,0,0,29,0,0
US,0,02/27/2014,2125,N738US,DCA,99,102,-2,14,0,0,0,0,0
US,0,02/27/2014,2127,N737US,DCA,98,101,1,18,0,0,0,0,0
US,0,02/27/2014,2129,N722US,DCA,98,100,-5,22,0,0,0,0,0
US,0,02/27/2014,2131,N714US,DCA,93,97,-2,19,0,0,0,0,0
US,0,02/27/2014,2133,N949UW,LGA,81,73,-9,17,0,0,0,0,0
US,0,02/27/2014,2135,N961UW,LGA,81,73,-5,18,0,0,0,0,0
US,0,02/27/2014,2137,N947UW,LGA,80,70,-7,16,0,0,0,0,0
US,0,02/27/2014,2139,N763US,LGA,81,79,-7,21,0,0,0,0,0
US,0,02/27/2014,2141,N946UW,LGA,80,82,-8,25,0,0,0,0,0
US,0,02/27/2014,2143,N949UW,LGA,81,84,-7,25,0,0,0,0,0
US,0,02/27/2014,2145,N961UW,LGA,73,77,-6,23,0,0,0,0,0
US,0,02/27/2014,2147,N947UW,LGA,74,72,-4,14,0,0,0,0,0
US,0,02/27/2014,2149,N946UW,LGA,85,92,-7,30,0,0,0,0,0
US,0,02/27/2014,2151,N949UW,LGA,80,121,-9,56,0,0,32,0,0
US,0,02/27/2014,2153,N961UW,LGA,77,101,-5,54,0,0,19,0,0
US,0,02/27/2014,2155,N947UW,LGA,80,117,-3,54,0,0,34,0,0
US,0,02/27/2014,2157,N946UW,LGA,83,92,10,42,0,7,9,0,3
US,1,02/27/2014,2159,N949UW,LGA,88,117,26,48,0,11,29,0,15
US,0,02/27/2014,2161,N961UW,LGA,84,92,-5,23,0,0,0,0,0
US,0,02/27/2014,2163,N947UW,LGA,83,91,-6,19,0,0,0,0,0
US,0,02/28/2014,538,N825AW,PHX,354,353,8,17,0,0,0,0,0
US,0,02/28/2014,543,N831AW,PHL,103,126,-6,45,0,0,17,0,0
US,0,02/28/2014,582,N840AW,PHX,367,379,-3,22,0,0,0,0,0
US,0,02/28/2014,601,N652AW,PHX,359,357,2,13,0,0,0,0,0
US,0,02/28/2014,657,N668AW,CLT,150,136,-3,12,0,0,0,0,0
US,0,02/28/2014,722,N958UW,PHL,95,94,-7,31,0,0,0,0,0
US,0,02/28/2014,728,N725UW,PHL,100,120,-7,40,0,0,0,0,0
US,0,02/28/2014,738,N951UW,PHL,92,91,-3,26,0,0,0,0,0
US,0,02/28/2014,740,N947UW,PHL,104,100,-4,32,0,0,0,0,0
US,0,02/28/2014,824,N955UW,PHL,90,91,-3,18,0,0,0,0,0
US,0,02/28/2014,1701,N957UW,PHL,98,89,-5,13,0,0,0,0,0
US,0,02/28/2014,1703,N958UW,PHL,99,92,-3,24,0,0,0,0,0
US,1,02/28/2014,1739,N952UW,PHL,85,136,73,57,73,0,51,0,0
US,0,02/28/2014,1776,N951UW,PHL,106,100,-4,25,0,0,0,0,0
US,0,02/28/2014,1788,N568UW,CLT,143,141,-11,22,0,0,0,0,0
US,1,02/28/2014,1791,N558UW,CLT,144,138,66,22,6,0,0,0,54
US,0,02/28/2014,1799,N556UW,CLT,145,135,14,18,0,0,0,0,0
US,0,02/28/2014,1809,N951UW,PHL,93,83,-7,16,0,0,0,0,0
US,0,02/28/2014,1819,N954UW,PHL,91,82,-3,16,0,0,0,0,0
US,0,02/28/2014,1862,N169UW,CLT,163,148,-1,28,0,0,0,0,0
US,0,02/28/2014,1886,N961UW,PHL,87,90,-6,20,0,0,0,0,0
US,0,02/28/2014,1892,N171US,CLT,145,142,-3,22,0,0,0,0,0
US,0,02/28/2014,1896,N967UW,PHL,96,88,-3,14,0,0,0,0,0
US,0,02/28/2014,1904,N723UW,CLT,137,131,-5,15,0,0,0,0,0
US,0,02/28/2014,1917,N181UW,PHL,103,95,3,24,0,0,0,0,0
US,1,02/28/2014,1938,N760US,CLT,144,138,133,22,9,0,0,0,118
US,0,02/28/2014,1946,N182UW,CLT,156,145,0,23,0,0,0,0,0
US,0,02/28/2014,2030,N747UW,PHL,92,93,-3,22,0,0,0,0,0
US,0,02/28/2014,2051,N174US,PHL,90,84,-4,21,0,0,0,0,0
US,0,02/28/2014,2103,N112US,DCA,100,94,-8,16,0,0,0,0,0
US,0,02/28/2014,2105,N745VJ,DCA,98,115,-8,16,0,0,0,0,0
US,0,02/28/2014,2107,N738US,DCA,101,94,-8,19,0,0,0,0,0
US,0,02/28/2014,2109,N763US,DCA,90,95,-1,21,0,0,0,0,0
US,0,02/28/2014,2111,N742PS,DCA,91,86,-3,14,0,0,0,0,0
US,0,02/28/2014,2113,N724UW,DCA,93,91,-6,17,0,0,0,0,0
US,0,02/28/2014,2115,N755US,DCA,89,93,-4,21,0,0,0,0,0
US,0,02/28/2014,2117,N738US,DCA,93,88,-2,13,0,0,0,0,0
US,0,02/28/2014,2119,N763US,DCA,94,89,-4,18,0,0,0,0,0
US,0,02/28/2014,2121,N742PS,DCA,99,93,0,18,0,0,0,0,0
US,1,02/28/2014,2123,N755US,DCA,91,92,42,17,42,0,1,0,0
US,0,02/28/2014,2125,N724UW,DCA,99,87,4,16,0,0,0,0,0
US,0,02/28/2014,2127,N738US,DCA,98,89,-1,15,0,0,0,0,0
US,0,02/28/2014,2129,N763US,DCA,98,82,-5,12,0,0,0,0,0
US,0,02/28/2014,2131,N742PS,DCA,93,88,-4,11,0,0,0,0,0
US,0,02/28/2014,2133,N946UW,LGA,81,73,-8,13,0,0,0,0,0
US,0,02/28/2014,2135,N949UW,LGA,81,69,-8,22,0,0,0,0,0
US,0,02/28/2014,2137,N961UW,LGA,80,71,-5,19,0,0,0,0,0
US,0,02/28/2014,2139,N770UW,LGA,81,82,-8,32,0,0,0,0,0
US,0,02/28/2014,2141,N945UW,LGA,80,80,-8,24,0,0,0,0,0
US,0,02/28/2014,2143,N946UW,LGA,81,83,-7,20,0,0,0,0,0
US,0,02/28/2014,2145,N949UW,LGA,73,73,-8,16,0,0,0,0,0
US,0,02/28/2014,2147,N961UW,LGA,74,69,-8,16,0,0,0,0,0
US,0,02/28/2014,2149,N945UW,LGA,85,69,-7,16,0,0,0,0,0
US,0,02/28/2014,2151,N946UW,LGA,80,74,-9,15,0,0,0,0,0
US,0,02/28/2014,2153,N949UW,LGA,77,80,-7,20,0,0,0,0,0
US,0,02/28/2014,2155,N961UW,LGA,80,69,-6,25,0,0,0,0,0
US,0,02/28/2014,2157,N945UW,LGA,83,93,-7,29,0,0,0,0,0
US,0,02/28/2014,2159,N946UW,LGA,88,91,-6,37,0,0,0,0,0
US,0,02/28/2014,2161,N949UW,LGA,84,67,-5,14,0,0,0,0,0
US,0,3/01/2014,413,N832AW,PHX,354,387,4,18,4,0,33,0,0
US,0,3/01/2014,543,N805AW,PHL,103,85,-6,19,0,0,0,0,0
US,0,3/01/2014,582,N833AW,PHX,367,379,-3,18,0,0,0,0,0
US,0,3/01/2014,601,N672AW,PHX,354,403,5,20,5,0,49,0,0
US,0,3/01/2014,657,N672AW,CLT,150,157,-6,42,0,0,0,0,0
US,0,3/01/2014,740,N944UW,PHL,104,90,-2,14,0,0,0,0,0
US,0,3/01/2014,785,N945UW,PHL,85,77,0,12,0,0,0,0,0
US,0,3/01/2014,1709,N555AY,CLT,156,133,-6,14,0,0,0,0,0
US,0,3/01/2014,1721,N948UW,PHL,99,91,-2,23,0,0,0,0,0
US,0,3/01/2014,1758,N186US,PHL,90,73,-4,15,0,0,0,0,0
US,0,3/01/2014,1774,N182UW,CLT,143,129,2,14,0,0,0,0,0
US,0,3/01/2014,1798,N762US,CLT,144,123,10,13,0,0,0,0,0
US,0,3/01/2014,1799,N169UW,CLT,145,140,-6,15,0,0,0,0,0
US,1,3/01/2014,1852,N755US,CLT,137,154,56,32,56,0,17,0,0
US,0,3/01/2014,1917,N176UW,PHL,103,89,-1,21,0,0,0,0,0
US,0,3/01/2014,1961,N189UW,CLT,153,146,-5,27,0,0,0,0,0
US,0,3/01/2014,2030,N753US,PHL,92,88,-4,20,0,0,0,0,0
US,0,3/01/2014,2059,N187US,CLT,145,130,5,15,0,0,0,0,0
US,0,3/01/2014,2083,N557UW,CLT,144,123,3,12,0,0,0,0,0
US,0,3/01/2014,2103,N963UW,DCA,100,100,13,16,0,0,0,0,0
US,0,3/01/2014,2107,N948UW,DCA,101,96,-2,18,0,0,0,0,0
US,0,3/01/2014,2111,N949UW,DCA,91,97,7,21,0,0,0,0,0
US,0,3/01/2014,2115,N946UW,DCA,89,91,-5,13,0,0,0,0,0
US,0,3/01/2014,2121,N949UW,DCA,99,90,-2,14,0,0,0,0,0
US,0,3/01/2014,2139,N946UW,LGA,81,72,-7,15,0,0,0,0,0
US,0,3/02/2014,524,N822AW,PHX,354,358,1,16,0,0,0,0,0
US,0,3/02/2014,543,N812AW,PHL,103,95,-7,22,0,0,0,0,0
US,0,3/02/2014,582,N825AW,PHX,367,373,-7,16,0,0,0,0,0
US,0,3/02/2014,601,N676AW,PHX,354,381,6,11,6,0,27,0,0
US,0,3/02/2014,657,N604AW,CLT,150,140,-2,16,0,0,0,0,0
US,0,3/02/2014,728,N946UW,PHL,101,117,0,29,0,0,16,0,0
US,0,3/02/2014,740,N961UW,PHL,104,95,1,13,0,0,0,0,0
US,0,3/02/2014,773,N107US,PHL,92,84,-3,17,0,0,0,0,0
US,0,3/02/2014,1703,N948UW,PHL,99,85,-7,15,0,0,0,0,0
US,0,3/02/2014,1739,N958UW,PHL,85,86,-8,19,0,0,0,0,0
US,0,3/02/2014,1788,N563UW,CLT,143,137,-1,10,0,0,0,0,0
US,0,3/02/2014,1791,N182UW,CLT,144,139,1,16,0,0,0,0,0
US,0,3/02/2014,1799,N199UW,CLT,145,141,-1,16,0,0,0,0,0
US,0,3/02/2014,1827,N949UW,PHL,93,103,-7,36,0,0,0,0,0
US,0,3/02/2014,1831,N540UW,CLT,153,156,-1,41,0,0,0,0,0
US,0,3/02/2014,1904,N724UW,CLT,137,132,-6,12,0,0,0,0,0
US,0,3/02/2014,1965,N179UW,CLT,156,139,-4,18,0,0,0,0,0
US,0,3/02/2014,2001,N117UW,PHL,103,78,-1,15,0,0,0,0,0
US,0,3/02/2014,2059,N174US,CLT,145,139,-1,15,0,0,0,0,0
US,0,3/02/2014,2080,N702UW,CLT,144,146,-6,18,0,0,0,0,0
US,0,3/02/2014,2103,N959UW,DCA,100,98,2,14,0,0,0,0,0
US,0,3/02/2014,2107,N769US,DCA,101,84,3,12,0,0,0,0,0
US,0,3/02/2014,2109,N738US,DCA,90,100,10,27,10,0,10,0,0
US,0,3/02/2014,2111,N715UW,DCA,91,83,-4,15,0,0,0,0,0
US,0,3/02/2014,2113,N768US,DCA,93,107,-5,30,0,0,0,0,0
US,0,3/02/2014,2115,N946UW,DCA,89,92,-4,17,0,0,0,0,0
US,0,3/02/2014,2117,N708UW,DCA,93,138,-2,21,0,0,43,0,0
US,0,3/02/2014,2119,N738US,DCA,94,95,13,13,0,0,0,0,0
US,0,3/02/2014,2121,N715UW,DCA,99,103,-3,18,0,0,0,0,0
US,1,3/02/2014,2123,N708UW,DCA,91,90,130,9,104,0,0,0,25
US,0,3/02/2014,2125,N963UW,DCA,99,97,12,14,0,0,0,0,0
US,0,3/02/2014,2127,,DCA,98,0,0,0,0,0,0,0,0
US,0,3/02/2014,2129,N730US,DCA,98,94,-6,10,0,0,0,0,0
US,0,3/02/2014,2131,,DCA,93,0,0,0,0,0,0,0,0
US,0,3/02/2014,2143,N965UW,LGA,81,63,-6,12,0,0,0,0,0
US,0,3/02/2014,2145,N957UW,LGA,73,63,-5,15,0,0,0,0,0
US,0,3/02/2014,2147,N959UW,LGA,74,66,-6,12,0,0,0,0,0
US,0,3/02/2014,2151,N965UW,LGA,80,75,13,17,0,0,0,0,0
US,1,3/02/2014,2155,N959UW,LGA,80,77,22,10,19,0,0,0,0
US,0,3/02/2014,2159,N965UW,LGA,88,79,-7,12,0,0,0,0,0
US,0,3/03/2014,538,,PHX,354,0,0,0,0,0,0,0,0
US,0,3/03/2014,543,,PHL,103,0,0,0,0,0,0,0,0
US,0,3/03/2014,582,N816AW,PHX,367,355,1,15,0,0,0,0,0
US,0,3/03/2014,601,N649AW,PHX,354,355,-2,21,0,0,0,0,0
US,0,3/03/2014,657,N655AW,CLT,150,161,-1,13,0,0,0,0,0
US,1,3/03/2014,722,N956UW,PHL,95,88,17,19,0,0,0,0,0
US,0,3/03/2014,728,N725UW,PHL,100,81,7,14,0,0,0,0,0
US,0,3/03/2014,738,N949UW,PHL,92,81,1,15,0,0,0,0,0
US,0,3/03/2014,740,N955UW,PHL,104,123,-3,22,0,0,16,0,0
US,0,3/03/2014,824,,PHL,90,0,0,0,0,0,0,0,0
US,0,3/03/2014,1701,,PHL,93,0,0,0,0,0,0,0,0
US,0,3/03/2014,1703,,PHL,99,0,0,0,0,0,0,0,0
US,1,3/03/2014,1739,N945UW,PHL,85,94,306,16,0,306,9,0,0
US,1,3/03/2014,1776,N946UW,PHL,96,115,16,38,0,5,19,0,11
US,0,3/03/2014,1788,N561UW,CLT,143,141,-1,17,0,0,0,0,0
US,0,3/03/2014,1791,N155UW,CLT,144,165,-4,16,0,0,17,0,0
US,0,3/03/2014,1799,N188US,CLT,145,164,1,24,1,0,19,0,0
US,0,3/03/2014,1809,,PHL,93,0,0,0,0,0,0,0,0
US,0,3/03/2014,1819,,PHL,91,0,0,0,0,0,0,0,0
US,0,3/03/2014,1862,N185UW,CLT,153,163,0,23,0,0,0,0,0
US,0,3/03/2014,1886,N965UW,PHL,87,80,-6,12,0,0,0,0,0
US,0,3/03/2014,1892,N557UW,CLT,145,157,-2,13,0,0,0,0,0
US,0,3/03/2014,1896,N958UW,PHL,96,93,-5,17,0,0,0,0,0
US,1,3/03/2014,1904,N724UW,CLT,137,156,79,15,79,0,19,0,0
US,1,3/03/2014,1917,N153UW,PHL,103,77,174,13,0,148,0,0,0
US,0,3/03/2014,1938,N737US,CLT,144,156,-1,27,0,0,0,0,0
US,0,3/03/2014,1946,N172US,CLT,156,179,-3,46,0,0,20,0,0
US,0,3/03/2014,2030,N757UW,PHL,92,83,-3,14,0,0,0,0,0
US,0,3/03/2014,2051,,PHL,90,0,0,0,0,0,0,0,0
US,0,3/03/2014,2103,,DCA,100,0,0,0,0,0,0,0,0
US,0,3/03/2014,2105,,DCA,98,0,0,0,0,0,0,0,0
US,0,3/03/2014,2107,,DCA,101,0,0,0,0,0,0,0,0
US,0,3/03/2014,2109,,DCA,90,0,0,0,0,0,0,0,0
US,0,3/03/2014,2111,,DCA,91,0,0,0,0,0,0,0,0
US,0,3/03/2014,2113,,DCA,93,0,0,0,0,0,0,0,0
US,0,3/03/2014,2115,,DCA,89,0,0,0,0,0,0,0,0
US,0,3/03/2014,2117,,DCA,93,0,0,0,0,0,0,0,0
US,0,3/03/2014,2119,,DCA,94,0,0,0,0,0,0,0,0
US,0,3/03/2014,2121,,DCA,99,0,0,0,0,0,0,0,0
US,0,3/03/2014,2123,,DCA,91,0,0,0,0,0,0,0,0
US,0,3/03/2014,2125,,DCA,99,0,0,0,0,0,0,0,0
US,1,3/03/2014,2127,N733UW,DCA,98,104,41,28,41,0,6,0,0
US,0,3/03/2014,2129,,DCA,98,0,0,0,0,0,0,0,0
US,0,3/03/2014,2131,N708UW,DCA,93,106,-4,32,0,0,0,0,0
US,0,3/03/2014,2133,,LGA,81,0,0,0,0,0,0,0,0
US,0,3/03/2014,2135,,LGA,81,0,0,0,0,0,0,0,0
US,0,3/03/2014,2137,,LGA,80,0,0,0,0,0,0,0,0
US,0,3/03/2014,2139,,LGA,81,0,0,0,0,0,0,0,0
US,0,3/03/2014,2141,,LGA,80,0,0,0,0,0,0,0,0
US,0,3/03/2014,2143,,LGA,81,0,0,0,0,0,0,0,0
US,0,3/03/2014,2145,N963UW,LGA,73,67,-6,16,0,0,0,0,0
US,0,3/03/2014,2147,N965UW,LGA,74,63,-8,12,0,0,0,0,0
US,0,3/03/2014,2149,,LGA,85,0,0,0,0,0,0,0,0
