Carrier Code,was_delayed,Date,Flight Number,Tail Number,Destination Airport,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
US,0,05/16/2014,2137,N949UW,LGA,80,97,-5,27,0,0,0,0,0
US,0,05/16/2014,2139,N758US,LGA,81,109,-3,40,0,0,25,0,0
US,0,05/16/2014,2141,N946UW,LGA,79,95,-8,41,0,0,0,0,0
US,1,05/16/2014,2143,N967UW,LGA,80,139,49,63,0,0,108,0,0
US,0,05/16/2014,2145,,LGA,76,0,0,0,0,0,0,0,0
US,1,05/16/2014,2147,N949UW,LGA,76,112,120,47,0,0,156,0,0
US,0,05/16/2014,2149,N946UW,LGA,82,127,-2,71,0,0,43,0,0
US,1,05/16/2014,2151,N967UW,LGA,83,121,97,50,0,0,135,0,0
US,0,05/16/2014,2153,,LGA,78,0,0,0,0,0,0,0,0
US,1,05/16/2014,2155,N949UW,LGA,78,87,178,28,0,0,187,0,0
US,1,05/16/2014,2157,N946UW,LGA,80,81,70,29,0,0,71,0,0
US,0,05/16/2014,2159,,LGA,80,0,0,0,0,0,0,0,0
US,1,05/16/2014,2161,N963UW,LGA,84,74,53,20,0,43,0,0,0
US,0,05/17/2014,510,N822AW,PHX,338,325,-4,13,0,0,0,0,0
US,0,05/17/2014,531,N802AW,PHX,359,342,-2,23,0,0,0,0,0
US,0,05/17/2014,535,N668AW,CLT,138,134,-4,15,0,0,0,0,0
US,0,05/17/2014,626,N543UW,CLT,136,152,2,18,2,0,16,0,0
US,0,05/17/2014,671,N676AW,PHX,346,321,-3,16,0,0,0,0,0
US,0,05/17/2014,672,N194UW,PHL,101,90,-5,21,0,0,0,0,0
US,0,05/17/2014,691,N540UW,CLT,137,151,-4,17,0,0,0,0,0
US,0,05/17/2014,738,N958UW,PHL,95,86,-3,16,0,0,0,0,0
US,0,05/17/2014,752,N571UW,CLT,144,163,-4,29,0,0,15,0,0
US,0,05/17/2014,800,N102UW,CLT,140,141,-5,15,0,0,0,0,0
US,0,05/17/2014,1716,N946UW,PHL,86,87,-6,13,0,0,0,0,0
US,0,05/17/2014,1775,N949UW,PHL,101,99,-5,31,0,0,0,0,0
US,0,05/17/2014,1809,N667AW,PHL,91,81,-3,19,0,0,0,0,0
US,0,05/17/2014,1852,N816AW,CLT,125,133,-3,13,0,0,0,0,0
US,0,05/17/2014,1935,N835AW,PHL,92,102,-4,35,0,0,0,0,0
US,0,05/17/2014,1950,N769US,PHL,82,79,-1,17,0,0,0,0,0
US,0,05/17/2014,2051,N523UW,PHL,101,97,-3,17,0,0,0,0,0
US,0,05/17/2014,2059,N181UW,CLT,134,137,-3,12,0,0,0,0,0
US,0,05/17/2014,2074,N829AW,CLT,138,132,5,15,0,0,0,0,0
US,0,05/17/2014,2097,N548UW,CLT,137,157,-3,19,0,0,17,0,0
US,1,05/17/2014,2101,N959UW,DCA,90,97,51,20,51,0,7,0,0
US,0,05/17/2014,2105,N949UW,DCA,99,97,-5,16,0,0,0,0,0
US,0,05/17/2014,2109,N965UW,DCA,88,93,-5,18,0,0,0,0,0
US,0,05/17/2014,2113,N967UW,DCA,86,91,1,14,0,0,0,0,0
US,0,05/17/2014,2119,N965UW,DCA,93,89,-6,12,0,0,0,0,0
US,0,05/17/2014,2139,N967UW,LGA,81,73,-4,16,0,0,0,0,0
US,0,05/18/2014,408,N675AW,PHX,359,350,-5,18,0,0,0,0,0
US,0,05/18/2014,445,N162UW,CLT,138,137,-5,15,0,0,0,0,0
US,1,05/18/2014,447,N538UW,CLT,136,132,53,15,49,0,0,0,0
US,0,05/18/2014,538,N821AW,PHX,338,337,-5,20,0,0,0,0,0
US,0,05/18/2014,586,N677AW,PHX,349,329,0,15,0,0,0,0,0
US,0,05/18/2014,629,N150UW,PHX,346,325,11,15,0,0,0,0,0
US,0,05/18/2014,657,N680AW,CLT,137,133,-3,10,0,0,0,0,0
US,0,05/18/2014,714,N949UW,PHL,104,73,-5,11,0,0,0,0,0
US,0,05/18/2014,738,N716UW,PHL,95,74,-6,12,0,0,0,0,0
US,0,05/18/2014,752,N521UW,CLT,144,148,-4,24,0,0,0,0,0
US,0,05/18/2014,790,N711UW,PHL,82,77,-4,16,0,0,0,0,0
US,0,05/18/2014,800,N507AY,CLT,140,126,-3,14,0,0,0,0,0
US,0,05/18/2014,1701,N733UW,PHL,89,87,-6,20,0,0,0,0,0
US,0,05/18/2014,1703,N954UW,PHL,101,94,-5,22,0,0,0,0,0
US,0,05/18/2014,1799,N541UW,CLT,137,139,0,16,0,0,0,0,0
US,0,05/18/2014,1852,N948UW,CLT,125,140,-7,18,0,0,0,0,0
US,0,05/18/2014,1938,N810AW,CLT,138,124,-1,12,0,0,0,0,0
US,0,05/18/2014,1973,N192UW,CLT,134,145,-3,24,0,0,0,0,0
US,0,05/18/2014,2001,N836AW,PHL,101,88,-3,25,0,0,0,0,0
US,0,05/18/2014,2049,N965UW,PHL,92,99,-5,26,0,0,0,0,0
US,0,05/18/2014,2051,N117UW,PHL,101,83,-2,18,0,0,0,0,0
US,0,05/18/2014,2101,N963UW,DCA,90,97,-6,25,0,0,0,0,0
US,0,05/18/2014,2105,N812AW,DCA,99,91,-6,13,0,0,0,0,0
US,0,05/18/2014,2107,N809AW,DCA,89,89,-2,20,0,0,0,0,0
US,0,05/18/2014,2109,N826AW,DCA,88,74,-6,9,0,0,0,0,0
US,0,05/18/2014,2111,N767UW,DCA,88,93,-1,20,0,0,0,0,0
US,0,05/18/2014,2113,N967UW,DCA,86,80,-5,9,0,0,0,0,0
US,0,05/18/2014,2115,N758US,DCA,89,95,-4,10,0,0,0,0,0
US,0,05/18/2014,2117,N809AW,DCA,90,82,-2,10,0,0,0,0,0
US,0,05/18/2014,2119,N826AW,DCA,93,92,-5,12,0,0,0,0,0
US,0,05/18/2014,2121,N767UW,DCA,87,84,-6,8,0,0,0,0,0
US,0,05/18/2014,2123,N967UW,DCA,95,88,0,10,0,0,0,0,0
US,0,05/18/2014,2125,N758US,DCA,95,84,-8,14,0,0,0,0,0
US,0,05/18/2014,2127,N809AW,DCA,95,81,-7,9,0,0,0,0,0
US,0,05/18/2014,2129,N826AW,DCA,92,86,0,10,0,0,0,0,0
US,0,05/18/2014,2131,N767UW,DCA,96,91,-2,12,0,0,0,0,0
US,0,05/18/2014,2143,N957UW,LGA,80,74,-3,19,0,0,0,0,0
US,0,05/18/2014,2145,N963UW,LGA,76,57,-8,8,0,0,0,0,0
US,0,05/18/2014,2147,N950UW,LGA,76,78,0,19,0,0,0,0,0
US,0,05/18/2014,2151,N957UW,LGA,83,64,8,16,0,0,0,0,0
US,0,05/18/2014,2155,N950UW,LGA,78,65,2,10,0,0,0,0,0
US,1,05/18/2014,2159,N957UW,LGA,80,67,25,14,0,0,0,0,0
US,0,05/19/2014,445,N560UW,CLT,138,129,-4,19,0,0,0,0,0
US,0,05/19/2014,447,N171US,CLT,136,128,10,18,0,0,0,0,0
US,0,05/19/2014,538,N757UW,PHX,338,346,0,24,0,0,0,0,0
US,0,05/19/2014,629,N520UW,PHX,346,328,1,16,0,0,0,0,0
US,0,05/19/2014,647,N672AW,PHX,359,337,-1,21,0,0,0,0,0
US,0,05/19/2014,672,N564UW,PHL,101,86,2,27,0,0,0,0,0
US,0,05/19/2014,714,N951UW,PHL,104,96,-3,26,0,0,0,0,0
US,0,05/19/2014,722,N944UW,PHL,94,90,-7,27,0,0,0,0,0
US,0,05/19/2014,738,N958UW,PHL,95,103,0,31,0,0,0,0,0
US,0,05/19/2014,752,N557UW,CLT,144,142,-2,32,0,0,0,0,0
US,0,05/19/2014,800,N171US,CLT,140,127,11,22,0,0,0,0,0
US,0,05/19/2014,1700,N255AY,CLT,134,127,1,26,0,0,0,0,0
US,0,05/19/2014,1703,N957UW,PHL,101,103,-4,32,0,0,0,0,0
US,0,05/19/2014,1739,N950UW,PHL,82,80,-2,15,0,0,0,0,0
US,0,05/19/2014,1755,N949UW,PHL,91,88,-7,22,0,0,0,0,0
US,0,05/19/2014,1776,N949UW,PHL,92,78,-2,19,0,0,0,0,0
US,1,05/19/2014,1799,N556UW,CLT,137,121,63,21,47,0,0,0,0
US,0,05/19/2014,1809,N949UW,PHL,91,79,-5,18,0,0,0,0,0
US,1,05/19/2014,1819,N948UW,PHL,88,79,29,18,20,0,0,0,0
US,1,05/19/2014,1847,N965UW,PHL,92,85,36,23,29,0,0,0,0
US,1,05/19/2014,1886,N945UW,PHL,85,83,17,17,15,0,0,0,0
US,0,05/19/2014,1904,N716UW,CLT,125,123,-5,12,0,0,0,0,0
US,1,05/19/2014,1938,N809AW,CLT,138,121,18,23,0,0,0,0,0
US,0,05/19/2014,2010,N768US,PHL,86,74,-3,18,0,0,0,0,0
US,0,05/19/2014,2012,N946UW,PHL,89,78,13,14,0,0,0,0,0
US,1,05/19/2014,2033,N946UW,PHL,90,122,25,46,25,0,32,0,0
US,0,05/19/2014,2051,N194UW,PHL,101,97,-2,33,0,0,0,0,0
US,0,05/19/2014,2066,N661AW,CLT,137,125,-3,16,0,0,0,0,0
US,0,05/19/2014,2089,N959UW,PHL,95,85,-6,21,0,0,0,0,0
US,0,05/19/2014,2101,N766US,DCA,90,99,4,27,0,0,0,0,0
US,0,05/19/2014,2103,N751UW,DCA,94,92,-10,14,0,0,0,0,0
US,0,05/19/2014,2105,N770UW,DCA,99,95,-1,16,0,0,0,0,0
US,0,05/19/2014,2107,N756US,DCA,89,70,-6,10,0,0,0,0,0
US,0,05/19/2014,2109,N809AW,DCA,88,85,-4,21,0,0,0,0,0
US,0,05/19/2014,2111,N766US,DCA,88,78,-4,15,0,0,0,0,0
US,0,05/19/2014,2113,N749US,DCA,86,82,-2,16,0,0,0,0,0
US,0,05/19/2014,2115,N829AW,DCA,89,86,12,12,0,0,0,0,0
US,0,05/19/2014,2117,N756US,DCA,90,89,-3,16,0,0,0,0,0
US,0,05/19/2014,2119,N833AW,DCA,93,96,-3,25,0,0,0,0,0
US,0,05/19/2014,2121,N766US,DCA,87,80,-5,14,0,0,0,0,0
US,0,05/19/2014,2123,N749US,DCA,95,82,2,17,0,0,0,0,0
US,0,05/19/2014,2125,N829AW,DCA,95,88,-4,25,0,0,0,0,0
US,0,05/19/2014,2127,N756US,DCA,95,90,-5,27,0,0,0,0,0
US,0,05/19/2014,2129,N833AW,DCA,92,81,13,15,0,0,0,0,0
US,0,05/19/2014,2131,N766US,DCA,96,75,-1,10,0,0,0,0,0
US,0,05/19/2014,2133,N957UW,LGA,77,75,0,27,0,0,0,0,0
US,0,05/19/2014,2135,N951UW,LGA,77,69,-2,19,0,0,0,0,0
US,1,05/19/2014,2137,N945UW,LGA,80,71,57,27,48,0,0,0,0
US,0,05/19/2014,2139,N737US,LGA,81,62,-5,14,0,0,0,0,0
US,1,05/19/2014,2141,N957UW,LGA,79,91,33,42,33,0,12,0,0
US,0,05/19/2014,2143,N963UW,LGA,80,91,6,39,6,0,11,0,0
US,0,05/19/2014,2145,N951UW,LGA,76,78,-6,30,0,0,0,0,0
US,0,05/19/2014,2147,N945UW,LGA,76,72,-5,21,0,0,0,0,0
US,0,05/19/2014,2149,,LGA,82,0,0,0,0,0,0,0,0
US,0,05/19/2014,2151,N963UW,LGA,83,67,8,22,0,0,0,0,0
US,0,05/19/2014,2153,N948UW,LGA,78,78,0,31,0,0,0,0,0
US,0,05/19/2014,2155,N945UW,LGA,78,67,-2,17,0,0,0,0,0
US,0,05/19/2014,2157,N946UW,LGA,80,89,13,43,1,0,9,0,12
US,0,05/19/2014,2159,N963UW,LGA,80,87,4,34,0,0,0,0,0
US,0,05/19/2014,2161,N948UW,LGA,84,78,-9,28,0,0,0,0,0
US,0,05/20/2014,445,N545UW,CLT,138,118,-2,19,0,0,0,0,0
US,0,05/20/2014,447,N575UW,CLT,136,126,12,14,0,0,0,0,0
US,0,05/20/2014,538,N808AW,PHX,338,329,3,19,0,0,0,0,0
US,0,05/20/2014,629,N157UW,PHX,346,361,7,21,7,0,15,0,0
US,0,05/20/2014,647,N668AW,PHX,359,318,-4,17,0,0,0,0,0
US,0,05/20/2014,672,N155UW,PHL,101,91,-3,32,0,0,0,0,0
US,1,05/20/2014,714,N945UW,PHL,104,79,36,15,0,0,0,0,0
US,1,05/20/2014,722,N946UW,PHL,94,108,16,11,5,0,14,0,11
US,0,05/20/2014,738,N950UW,PHL,95,86,-3,22,0,0,0,0,0
US,0,05/20/2014,752,N570UW,CLT,144,138,0,29,0,0,0,0,0
US,0,05/20/2014,800,N568UW,CLT,140,122,1,13,0,0,0,0,0
US,0,05/20/2014,1700,N519UW,CLT,134,115,-4,15,0,0,0,0,0
US,0,05/20/2014,1703,N956UW,PHL,101,98,-7,41,0,0,0,0,0
US,0,05/20/2014,1739,N958UW,PHL,82,70,-5,14,0,0,0,0,0
US,0,05/20/2014,1755,N959UW,PHL,91,77,-6,16,0,0,0,0,0
US,0,05/20/2014,1776,N959UW,PHL,92,69,-3,9,0,0,0,0,0
US,0,05/20/2014,1799,N156UW,CLT,137,120,-1,15,0,0,0,0,0
US,0,05/20/2014,1809,N959UW,PHL,91,88,-2,24,0,0,0,0,0
US,0,05/20/2014,1819,N945UW,PHL,88,79,0,20,0,0,0,0,0
US,0,05/20/2014,1847,N952UW,PHL,92,102,-3,37,0,0,0,0,0
US,0,05/20/2014,1886,N957UW,PHL,85,68,-6,10,0,0,0,0,0
US,0,05/20/2014,1904,N713UW,CLT,125,114,-2,15,0,0,0,0,0
US,0,05/20/2014,1938,N760US,CLT,138,115,14,12,0,0,0,0,0
US,0,05/20/2014,2010,N826AW,PHL,86,90,-7,25,0,0,0,0,0
US,0,05/20/2014,2012,N949UW,PHL,89,75,-9,18,0,0,0,0,0
US,0,05/20/2014,2033,N954UW,PHL,90,70,-1,11,0,0,0,0,0
US,0,05/20/2014,2051,N183UW,PHL,101,81,-3,16,0,0,0,0,0
US,0,05/20/2014,2066,N660AW,CLT,137,118,-1,23,0,0,0,0,0
US,0,05/20/2014,2089,N954UW,PHL,95,71,-1,14,0,0,0,0,0
US,0,05/20/2014,2101,N754UW,DCA,90,79,-6,15,0,0,0,0,0
US,0,05/20/2014,2103,N829AW,DCA,94,99,-7,13,0,0,0,0,0
US,0,05/20/2014,2105,N749US,DCA,99,92,-5,20,0,0,0,0,0
US,0,05/20/2014,2107,N824AW,DCA,89,72,-3,8,0,0,0,0,0
US,0,05/20/2014,2109,N767UW,DCA,88,84,-8,21,0,0,0,0,0
US,0,05/20/2014,2111,N754UW,DCA,88,85,-5,21,0,0,0,0,0
US,0,05/20/2014,2113,N836AW,DCA,86,71,-9,8,0,0,0,0,0
US,0,05/20/2014,2115,N812AW,DCA,89,96,-3,25,0,0,0,0,0
US,0,05/20/2014,2117,N824AW,DCA,90,89,-4,14,0,0,0,0,0
US,0,05/20/2014,2119,N767UW,DCA,93,84,-1,14,0,0,0,0,0
US,0,05/20/2014,2121,N754UW,DCA,87,80,-8,13,0,0,0,0,0
US,0,05/20/2014,2123,N833AW,DCA,95,79,-5,13,0,0,0,0,0
US,0,05/20/2014,2125,N812AW,DCA,95,82,-3,13,0,0,0,0,0
US,0,05/20/2014,2127,N824AW,DCA,95,81,-7,8,0,0,0,0,0
US,0,05/20/2014,2129,N767UW,DCA,92,77,-6,8,0,0,0,0,0
US,0,05/20/2014,2131,N754UW,DCA,96,86,-9,17,0,0,0,0,0
US,0,05/20/2014,2133,N963UW,LGA,77,61,-7,19,0,0,0,0,0
US,0,05/20/2014,2135,N967UW,LGA,77,68,12,21,0,0,0,0,0
US,0,05/20/2014,2137,N951UW,LGA,80,71,-8,19,0,0,0,0,0
US,0,05/20/2014,2139,N763US,LGA,81,64,-7,18,0,0,0,0,0
US,0,05/20/2014,2141,N955UW,LGA,79,74,-5,24,0,0,0,0,0
US,0,05/20/2014,2143,N963UW,LGA,80,84,-5,28,0,0,0,0,0
US,0,05/20/2014,2145,N967UW,LGA,76,62,-6,13,0,0,0,0,0
US,0,05/20/2014,2147,N951UW,LGA,76,69,-5,14,0,0,0,0,0
US,0,05/20/2014,2149,N955UW,LGA,82,80,-4,29,0,0,0,0,0
US,0,05/20/2014,2151,N963UW,LGA,83,72,-6,11,0,0,0,0,0
US,0,05/20/2014,2153,N967UW,LGA,78,84,-7,34,0,0,0,0,0
US,0,05/20/2014,2155,N951UW,LGA,78,81,-3,14,0,0,0,0,0
US,0,05/20/2014,2157,N955UW,LGA,80,70,-1,16,0,0,0,0,0
US,0,05/20/2014,2159,N963UW,LGA,80,75,1,22,0,0,0,0,0
US,0,05/20/2014,2161,N967UW,LGA,84,72,-5,12,0,0,0,0,0
US,0,05/21/2014,445,N570UW,CLT,138,133,-1,19,0,0,0,0,0
US,0,05/21/2014,447,N191UW,CLT,136,137,4,12,0,0,0,0,0
US,0,05/21/2014,538,N828AW,PHX,338,341,-5,16,0,0,0,0,0
US,0,05/21/2014,586,N651AW,PHX,349,379,6,22,6,0,30,0,0
US,0,05/21/2014,629,N169UW,PHX,346,334,9,13,0,0,0,0,0
US,0,05/21/2014,647,N677AW,PHX,359,349,-2,16,0,0,0,0,0
US,0,05/21/2014,672,N180US,PHL,101,75,-5,13,0,0,0,0,0
US,0,05/21/2014,714,N959UW,PHL,104,80,-6,18,0,0,0,0,0
US,0,05/21/2014,722,N954UW,PHL,94,85,-6,24,0,0,0,0,0
US,0,05/21/2014,738,N953UW,PHL,95,78,-3,16,0,0,0,0,0
US,0,05/21/2014,752,N507AY,CLT,144,123,-3,16,0,0,0,0,0
US,0,05/21/2014,800,N191UW,CLT,140,132,0,20,0,0,0,0,0
US,0,05/21/2014,1700,N543UW,CLT,134,119,-7,13,0,0,0,0,0
US,0,05/21/2014,1703,N954UW,PHL,101,136,-8,50,0,0,27,0,0
US,0,05/21/2014,1739,N951UW,PHL,82,72,-3,11,0,0,0,0,0
US,0,05/21/2014,1755,N945UW,PHL,91,84,-7,18,0,0,0,0,0
US,0,05/21/2014,1776,N945UW,PHL,92,83,-3,18,0,0,0,0,0
US,0,05/21/2014,1799,N941UW,CLT,137,134,7,14,0,0,0,0,0
US,0,05/21/2014,1809,N954UW,PHL,91,79,-7,15,0,0,0,0,0
US,0,05/21/2014,1819,N959UW,PHL,88,74,-1,15,0,0,0,0,0
US,0,05/21/2014,1847,N956UW,PHL,92,85,-7,18,0,0,0,0,0
US,1,05/21/2014,1886,N958UW,PHL,85,78,16,11,0,0,0,0,0
US,0,05/21/2014,1904,N814AW,CLT,125,136,-1,35,0,0,0,0,0
US,0,05/21/2014,1938,N744P,CLT,138,145,-4,9,0,0,0,0,0
US,0,05/21/2014,2010,N758US,PHL,86,105,13,36,13,0,19,0,0
US,0,05/21/2014,2012,N958UW,PHL,89,76,-6,15,0,0,0,0,0
US,0,05/21/2014,2033,N947UW,PHL,90,86,-3,11,0,0,0,0,0
US,0,05/21/2014,2051,N167US,PHL,101,87,-2,16,0,0,0,0,0
US,0,05/21/2014,2066,N658AW,CLT,137,122,-2,12,0,0,0,0,0
US,0,05/21/2014,2089,N947UW,PHL,95,81,-2,17,0,0,0,0,0
US,0,05/21/2014,2101,N757UW,DCA,90,89,-7,16,0,0,0,0,0
US,0,05/21/2014,2103,N756US,DCA,94,95,-6,12,0,0,0,0,0
US,0,05/21/2014,2105,N812AW,DCA,99,94,-8,11,0,0,0,0,0
US,0,05/21/2014,2107,N767UW,DCA,89,79,-8,10,0,0,0,0,0
US,0,05/21/2014,2109,N833AW,DCA,88,85,-6,13,0,0,0,0,0
US,0,05/21/2014,2111,N757UW,DCA,88,90,-6,11,0,0,0,0,0
US,0,05/21/2014,2113,N744P,DCA,86,89,-8,12,0,0,0,0,0
US,0,05/21/2014,2115,N770UW,DCA,89,84,-2,11,0,0,0,0,0
US,0,05/21/2014,2117,N767UW,DCA,90,86,-9,15,0,0,0,0,0
US,0,05/21/2014,2119,N833AW,DCA,93,88,-7,11,0,0,0,0,0
US,0,05/21/2014,2121,N757UW,DCA,87,78,-1,9,0,0,0,0,0
US,1,05/21/2014,2123,N829AW,DCA,95,106,61,9,0,0,11,0,61
US,0,05/21/2014,2125,N802AW,DCA,95,106,12,15,0,0,11,0,12
US,0,05/21/2014,2127,N767UW,DCA,95,96,-8,25,0,0,0,0,0
US,0,05/21/2014,2129,N833AW,DCA,92,85,-5,7,0,0,0,0,0
US,0,05/21/2014,2131,N757UW,DCA,96,88,-9,12,0,0,0,0,0
US,0,05/21/2014,2133,N963UW,LGA,77,67,-8,11,0,0,0,0,0
US,0,05/21/2014,2135,N956UW,LGA,77,63,-7,10,0,0,0,0,0
US,0,05/21/2014,2137,N955UW,LGA,80,71,-8,12,0,0,0,0,0
US,0,05/21/2014,2139,N712US,LGA,81,75,-10,16,0,0,0,0,0
US,0,05/21/2014,2141,N967UW,LGA,79,69,-7,16,0,0,0,0,0
US,0,05/21/2014,2143,N963UW,LGA,80,69,-6,16,0,0,0,0,0
US,0,05/21/2014,2145,N950UW,LGA,76,65,-7,13,0,0,0,0,0
US,0,05/21/2014,2147,N955UW,LGA,76,83,-6,13,0,0,0,0,0
US,0,05/21/2014,2149,N967UW,LGA,82,75,-6,19,0,0,0,0,0
US,0,05/21/2014,2151,N963UW,LGA,83,78,-6,19,0,0,0,0,0
US,0,05/21/2014,2153,N950UW,LGA,78,82,-7,25,0,0,0,0,0
US,0,05/21/2014,2155,N955UW,LGA,78,70,-7,16,0,0,0,0,0
US,0,05/21/2014,2157,N967UW,LGA,80,57,-7,9,0,0,0,0,0
US,0,05/21/2014,2159,N963UW,LGA,80,75,0,24,0,0,0,0,0
US,0,05/21/2014,2161,N950UW,LGA,84,75,-3,24,0,0,0,0,0
US,0,05/21/2014,2163,N955UW,LGA,82,77,-6,29,0,0,0,0,0
US,0,05/22/2014,445,N549UW,CLT,135,139,-6,16,0,0,0,0,0
US,0,05/22/2014,538,N822AW,PHX,326,369,-7,29,0,0,36,0,0
US,0,05/22/2014,586,N661AW,PHX,335,367,-1,24,0,0,31,0,0
US,0,05/22/2014,629,N199UW,PHX,333,370,13,21,0,0,50,0,0
US,0,05/22/2014,647,N664AW,PHX,341,361,-5,24,0,0,15,0,0
US,0,05/22/2014,672,,PHL,98,0,0,0,0,0,0,0,0
US,1,05/22/2014,714,N963UW,PHL,102,95,244,19,0,0,237,0,0
US,0,05/22/2014,722,,PHL,93,0,0,0,0,0,0,0,0
US,1,05/22/2014,738,N944UW,PHL,93,154,56,75,0,0,117,0,0
US,0,05/22/2014,752,N193UW,CLT,141,160,-7,21,0,0,0,0,0
US,1,05/22/2014,800,N534UW,CLT,140,138,48,24,0,9,0,0,37
US,0,05/22/2014,873,N679AW,CLT,138,138,-2,20,0,0,0,0,0
US,0,05/22/2014,1700,N542UW,CLT,136,132,1,14,0,0,0,0,0
US,0,05/22/2014,1703,N965UW,PHL,102,0,3,14,0,0,0,0,0
US,0,05/22/2014,1739,N951UW,PHL,80,95,-7,12,0,0,0,0,0
US,1,05/22/2014,1755,N112US,PHL,89,79,263,11,0,0,253,0,0
US,0,05/22/2014,1776,N959UW,PHL,92,83,-1,15,0,0,0,0,0
US,0,05/22/2014,1799,N571UW,CLT,142,167,7,19,0,0,32,0,0
US,0,05/22/2014,1809,N959UW,PHL,87,102,-9,33,0,0,0,0,0
US,1,05/22/2014,1819,N958UW,PHL,86,96,27,20,0,0,37,0,0
US,0,05/22/2014,1847,N947UW,PHL,93,91,0,13,0,0,0,0,0
US,0,05/22/2014,1858,N172US,CLT,140,163,12,36,0,0,23,0,12
US,1,05/22/2014,1886,N953UW,PHL,82,93,204,13,0,0,11,0,204
US,0,05/22/2014,1904,N824AW,CLT,125,129,-4,12,0,0,0,0,0
US,1,05/22/2014,1917,N114UW,PHL,98,128,27,34,7,0,50,0,0
US,1,05/22/2014,1938,N832AW,CLT,145,185,19,29,0,0,59,0,0
US,0,05/22/2014,2010,N831AW,PHL,85,97,-4,23,0,0,0,0,0
US,0,05/22/2014,2012,N965UW,PHL,88,135,3,57,0,0,50,0,0
US,1,05/22/2014,2033,N949UW,PHL,87,118,24,38,0,0,55,0,0
US,0,05/22/2014,2070,N576UW,CLT,135,142,13,23,0,0,20,0,0
US,1,05/22/2014,2089,N957UW,PHL,93,215,17,133,0,0,139,0,0
US,0,05/22/2014,2101,N768US,DCA,89,109,-7,22,0,0,0,0,0
US,0,05/22/2014,2103,N836AW,DCA,90,100,2,14,0,0,0,0,0
US,0,05/22/2014,2105,N829AW,DCA,101,105,-6,23,0,0,0,0,0
US,0,05/22/2014,2107,N802AW,DCA,88,77,-7,8,0,0,0,0,0
US,0,05/22/2014,2109,N757UW,DCA,87,86,-7,13,0,0,0,0,0
US,0,05/22/2014,2111,N768US,DCA,87,77,-4,10,0,0,0,0,0
US,0,05/22/2014,2113,N833AW,DCA,87,88,-5,10,0,0,0,0,0
US,0,05/22/2014,2115,N829AW,DCA,91,84,-6,10,0,0,0,0,0
US,0,05/22/2014,2117,N802AW,DCA,92,97,-3,15,0,0,0,0,0
US,0,05/22/2014,2119,N757UW,DCA,95,107,-9,27,0,0,0,0,0
US,0,05/22/2014,2121,N814AW,DCA,91,103,-9,12,0,0,0,0,0
US,1,05/22/2014,2123,N833AW,DCA,96,89,175,15,0,168,0,0,0
US,0,05/22/2014,2125,,DCA,94,0,0,0,0,0,0,0,0
US,1,05/22/2014,2127,N802AW,DCA,94,92,114,13,0,11,0,0,101
US,1,05/22/2014,2129,N757UW,DCA,92,94,71,18,0,0,73,0,0
US,0,05/22/2014,2131,N814AW,DCA,95,89,4,12,0,0,0,0,0
US,0,05/22/2014,2133,N963UW,LGA,73,59,-9,9,0,0,0,0,0
US,0,05/22/2014,2135,N967UW,LGA,75,90,-8,20,0,0,0,0,0
US,0,05/22/2014,2137,N950UW,LGA,78,86,-8,31,0,0,0,0,0
US,0,05/22/2014,2139,N818AW,LGA,77,72,-6,21,0,0,0,0,0
US,0,05/22/2014,2141,N955UW,LGA,77,68,-6,10,0,0,0,0,0
US,0,05/22/2014,2143,N963UW,LGA,79,138,-9,79,0,0,50,0,0
US,0,05/22/2014,2145,N967UW,LGA,73,92,-6,38,0,0,0,0,0
US,0,05/22/2014,2147,N950UW,LGA,73,67,-7,17,0,0,0,0,0
US,0,05/22/2014,2149,N955UW,LGA,81,68,-5,14,0,0,0,0,0
US,1,05/22/2014,2151,N967UW,LGA,79,0,38,0,0,0,0,0,0
US,1,05/22/2014,2153,N958UW,LGA,76,70,98,20,0,0,92,0,0
US,1,05/22/2014,2155,N950UW,LGA,76,138,62,30,0,0,124,0,0
US,0,05/22/2014,2157,,LGA,79,0,0,0,0,0,0,0,0
US,0,05/22/2014,2159,,LGA,84,0,0,0,0,0,0,0,0
US,1,05/22/2014,2161,N958UW,LGA,81,69,88,18,0,0,76,0,0
US,1,05/22/2014,2163,N950UW,LGA,81,71,114,17,0,0,104,0,0
US,0,05/23/2014,445,N545UW,CLT,135,132,-5,15,0,0,0,0,0
US,0,05/23/2014,538,N754UW,PHX,326,331,-6,11,0,0,0,0,0
US,0,05/23/2014,586,N678AW,PHX,335,352,-4,24,0,0,0,0,0
US,0,05/23/2014,629,N537UW,PHX,333,340,-5,20,0,0,0,0,0
US,0,05/23/2014,647,N604AW,PHX,341,349,-2,17,0,0,0,0,0
US,0,05/23/2014,672,N192UW,PHL,98,93,-3,20,0,0,0,0,0
US,0,05/23/2014,714,N945UW,PHL,102,97,-3,26,0,0,0,0,0
US,1,05/23/2014,722,N956UW,PHL,93,80,25,16,0,0,0,0,0
US,0,05/23/2014,738,N965UW,PHL,93,85,-6,15,0,0,0,0,0
